,stimulus,modtheta,flipped,model,lower,median,upper
262,1,80.0,same,expA,3045.91758867,2435.16599725,1942.6018191
263,1,80.0,same,expB,2977.87376815,2556.37952676,2211.16030943
264,1,80.0,same,gs,722.0,722.0,722.0
265,1,80.0,same,hc,19.6538910927,18.8078479876,17.8762565683
266,1,80.0,same,oc,17.8673924276,17.2187128828,16.5650475225
267,1,80.0,same,th,27.9475991029,22.6010721059,18.5307748234
268,1,100.0,flipped,bq,23.594436657,22.2017868206,20.8371247294
269,1,100.0,flipped,bqp,23.4603241348,21.9535363444,20.6314254743
270,1,100.0,flipped,exp,3198.77673531,2844.27614843,2510.89860718
271,1,100.0,flipped,expA,3277.22331656,2763.38814099,2225.39727853
272,1,100.0,flipped,expB,3330.53158831,2947.22746884,2664.63064804
273,1,100.0,flipped,gs,722.0,722.0,722.0
274,1,100.0,flipped,hc,19.2712125012,18.1507826085,17.097931639
275,1,100.0,flipped,oc,22.4695532632,21.72643896,21.0095253074
276,1,100.0,flipped,th,21.292659016,18.279544368,15.9324511093
277,1,100.0,same,bq,24.021208229,22.3457740749,20.7758639992
278,1,100.0,same,bqp,24.0591436123,22.3014767094,20.7253416289
279,1,100.0,same,exp,2884.96211594,2577.46852586,2307.97358954
280,1,100.0,same,expA,3180.69776955,2676.56939128,2281.09414672
281,1,100.0,same,expB,2906.89148366,2481.73861883,2135.40112015
282,1,100.0,same,gs,722.0,722.0,722.0
283,1,100.0,same,hc,19.5840421771,18.3890208851,17.3297130614
284,1,100.0,same,oc,22.5951542664,22.0451393181,21.462978569
285,1,100.0,same,th,26.0632586129,22.4371077107,19.7261206959
286,1,120.0,flipped,bq,22.9585780399,21.1529525918,19.6387723154
287,1,120.0,flipped,bqp,24.6599504158,23.0030844729,21.4867884851
288,1,120.0,flipped,exp,3220.39294154,2873.79290184,2568.04377433
289,1,120.0,flipped,expA,3220.60935232,2685.33386264,2277.26660908
290,1,120.0,flipped,expB,3562.10713453,3058.29212739,2673.66494818
291,1,120.0,flipped,gs,722.0,722.0,722.0
