,stimulus,modtheta,flipped,model,lower,median,upper
352,1,180.0,same,bqp,97.5254729985,99.7733570771,99.9995101927
353,1,180.0,same,exp,59.4929362085,68.9364924807,77.4251658101
354,1,180.0,same,expA,42.227533935,55.9598406447,69.0998708021
355,1,180.0,same,expB,69.7195221807,81.7844955477,90.7023890011
356,1,180.0,same,gs,33.3178245599,90.4474181962,99.978309153
357,1,180.0,same,hc,97.5254729985,99.7733570771,99.9995101927
358,1,180.0,same,oc,97.5254729985,99.7733570771,99.9995101927
359,1,180.0,same,th,97.5254729985,99.7733570771,99.9995101927
360,2,0.0,flipped,bq,97.5254729985,99.7733570771,99.9995101927
361,2,0.0,flipped,bqp,97.5254729985,99.7733570771,99.9995101927
362,2,0.0,flipped,exp,90.7710357959,95.8425573119,98.635015299
363,2,0.0,flipped,expA,87.7821064413,95.6778159092,99.1595964861
364,2,0.0,flipped,expB,87.7821064413,95.6778159092,99.1595964861
365,2,0.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
366,2,0.0,flipped,hc,97.5254729985,99.7733570771,99.9995101927
367,2,0.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
368,2,0.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
369,2,0.0,same,bq,97.5254729985,99.7733570771,99.9995101927
370,2,0.0,same,bqp,97.5254729985,99.7733570771,99.9995101927
371,2,0.0,same,exp,95.4221103399,98.8210438312,99.8918898291
372,2,0.0,same,expA,91.0319648943,97.6501132248,99.7833505825
373,2,0.0,same,expB,95.1241540556,99.5483563846,99.9990228337
374,2,0.0,same,gs,33.3178245599,90.4474181962,99.978309153
375,2,0.0,same,hc,97.5254729985,99.7733570771,99.9995101927
376,2,0.0,same,oc,97.5254729985,99.7733570771,99.9995101927
377,2,0.0,same,th,97.5254729985,99.7733570771,99.9995101927
378,2,20.0,flipped,bq,97.5254729985,99.7733570771,99.9995101927
379,2,20.0,flipped,bqp,97.5254729985,99.7733570771,99.9995101927
380,2,20.0,flipped,exp,89.3899926117,94.8467979494,98.0668188014
381,2,20.0,flipped,expA,84.8467436972,93.6967067436,98.2813350929
382,2,20.0,flipped,expB,87.7821064413,95.6778159092,99.1595964861
383,2,20.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
384,2,20.0,flipped,hc,97.5254729985,99.7733570771,99.9995101927
385,2,20.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
386,2,20.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
387,2,20.0,same,bq,97.5254729985,99.7733570771,99.9995101927
388,2,20.0,same,bqp,97.5254729985,99.7733570771,99.9995101927
389,2,20.0,same,exp,93.7394151215,97.8316048393,99.5821187553
390,2,20.0,same,expA,87.7821064413,95.6778159092,99.1595964861
391,2,20.0,same,expB,95.1241540556,99.5483563846,99.9990228337
392,2,20.0,same,gs,33.3178245599,90.4474181962,99.978309153
393,2,20.0,same,hc,97.5254729985,99.7733570771,99.9995101927
394,2,20.0,same,oc,97.5254729985,99.7733570771,99.9995101927
395,2,20.0,same,th,97.5254729985,99.7733570771,99.9995101927
396,2,40.0,flipped,bq,95.4221103399,98.8210438312,99.8918898291
