,stimulus,modtheta,flipped,model,lower,median,upper
786,4,60.0,same,expA,76.9289485763,87.7425603563,94.832577549
787,4,60.0,same,expB,76.9289485763,87.7425603563,94.832577549
788,4,60.0,same,gs,33.3178245599,90.4474181962,99.978309153
789,4,60.0,same,hc,97.5254729985,99.7733570771,99.9995101927
790,4,60.0,same,oc,97.5254729985,99.7733570771,99.9995101927
791,4,60.0,same,th,97.5254729985,99.7733570771,99.9995101927
792,4,80.0,flipped,bq,85.473251581,91.8581804515,96.1450597511
793,4,80.0,flipped,bqp,92.2112430574,96.8377466032,99.1479716893
794,4,80.0,flipped,exp,85.473251581,91.8581804515,96.1450597511
795,4,80.0,flipped,expA,84.8467436972,93.6967067436,98.2813350929
796,4,80.0,flipped,expB,79.4645171977,89.7280462386,96.0805635606
797,4,80.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
798,4,80.0,flipped,hc,97.5254729985,99.7733570771,99.9995101927
799,4,80.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
800,4,80.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
801,4,80.0,same,bq,95.4221103399,98.8210438312,99.8918898291
802,4,80.0,same,bqp,95.4221103399,98.8210438312,99.8918898291
803,4,80.0,same,exp,74.7507365508,82.8893892876,89.3722994205
804,4,80.0,same,expA,79.4645171977,89.7280462386,96.0805635606
805,4,80.0,same,expB,62.930683241,75.8254110602,86.1586234533
806,4,80.0,same,gs,33.3178245599,90.4474181962,99.978309153
807,4,80.0,same,hc,97.5254729985,99.7733570771,99.9995101927
808,4,80.0,same,oc,97.5254729985,99.7733570771,99.9995101927
809,4,80.0,same,th,97.5254729985,99.7733570771,99.9995101927
810,4,100.0,flipped,bq,90.7710357959,95.8425573119,98.635015299
811,4,100.0,flipped,bqp,89.3899926117,94.8467979494,98.0668188014
812,4,100.0,flipped,exp,82.82314771,89.7632842063,94.6871683689
813,4,100.0,flipped,expA,76.9289485763,87.7425603563,94.832577549
814,4,100.0,flipped,expB,81.750619736,91.5449774177,97.1816432337
815,4,100.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
816,4,100.0,flipped,hc,0.00048980731044,0.226642922853,2.47452700153
817,4,100.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
818,4,100.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
819,4,100.0,same,bq,85.473251581,91.8581804515,96.1450597511
820,4,100.0,same,bqp,93.7394151215,97.8316048393,99.5821187553
821,4,100.0,same,exp,73.6163335095,81.8927796724,88.5633147829
822,4,100.0,same,expA,72.0673669519,83.7706865018,92.1332515998
823,4,100.0,same,expB,67.4173103886,79.79820227,89.2265969234
824,4,100.0,same,gs,33.3178245599,90.4474181962,99.978309153
825,4,100.0,same,hc,0.00048980731044,0.226642922853,2.47452700153
826,4,100.0,same,oc,97.5254729985,99.7733570771,99.9995101927
827,4,100.0,same,th,97.5254729985,99.7733570771,99.9995101927
828,4,120.0,flipped,bq,86.7490776035,92.8545165203,96.8145040931
829,4,120.0,flipped,bqp,85.473251581,91.8581804515,96.1450597511
830,4,120.0,flipped,exp,80.5714564074,87.8722821309,93.2695865027
831,4,120.0,flipped,expA,72.0673669519,83.7706865018,92.1332515998
832,4,120.0,flipped,expB,82.0933850382,91.7129443889,97.2392909008
833,4,120.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
834,4,120.0,flipped,hc,0.00048980731044,0.226642922853,2.47452700153
835,4,120.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
836,4,120.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
837,4,120.0,same,bq,90.7710357959,95.8425573119,98.635015299
838,4,120.0,same,bqp,92.2112430574,96.8377466032,99.1479716893
839,4,120.0,same,exp,61.6027145814,70.9297926609,79.2016054748
840,4,120.0,same,expA,58.578732015,71.8524457102,82.9571714639
841,4,120.0,same,expB,56.4472092298,69.8659202661,81.3122867464
842,4,120.0,same,gs,33.3178245599,90.4474181962,99.978309153
843,4,120.0,same,hc,0.00048980731044,0.226642922853,2.47452700153
844,4,120.0,same,oc,97.5254729985,99.7733570771,99.9995101927
845,4,120.0,same,th,97.5254729985,99.7733570771,99.9995101927
846,4,140.0,flipped,bq,86.7490776035,92.8545165203,96.8145040931
847,4,140.0,flipped,bqp,86.7490776035,92.8545165203,96.8145040931
848,4,140.0,flipped,exp,85.3322749421,91.7762175247,96.1053502764
849,4,140.0,flipped,expA,74.4674971844,85.7567318344,93.5128298849
850,4,140.0,flipped,expB,90.8566594298,97.6024898358,99.7789112072
851,4,140.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
852,4,140.0,flipped,hc,0.00048980731044,0.226642922853,2.47452700153
853,4,140.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
854,4,140.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
855,4,140.0,same,bq,88.0525301057,93.8507433821,97.4570735394
856,4,140.0,same,bqp,90.7710357959,95.8425573119,98.635015299
857,4,140.0,same,exp,58.4453420403,67.9398405421,76.5296636871
858,4,140.0,same,expA,50.2109693865,63.9062344008,76.2200573434
859,4,140.0,same,expB,58.578732015,71.8524457102,82.9571714639
860,4,140.0,same,gs,33.3178245599,90.4474181962,99.978309153
861,4,140.0,same,hc,0.00048980731044,0.226642922853,2.47452700153
862,4,140.0,same,oc,97.5254729985,99.7733570771,99.9995101927
863,4,140.0,same,th,97.5254729985,99.7733570771,99.9995101927
864,4,160.0,flipped,bq,82.9876070348,89.8653094068,94.7415324709
865,4,160.0,flipped,bqp,84.2205388562,90.8617708528,95.4530081521
866,4,160.0,flipped,exp,84.2205388562,90.8617708528,95.4530081521
867,4,160.0,flipped,expA,76.9289485763,87.7425603563,94.832577549
868,4,160.0,flipped,expB,84.8467436972,93.6967067436,98.2813350929
869,4,160.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
870,4,160.0,flipped,hc,0.00048980731044,0.226642922853,2.47452700153
871,4,160.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
872,4,160.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
873,4,160.0,same,bq,89.3899926117,94.8467979494,98.0668188014
874,4,160.0,same,bqp,88.0525301057,93.8507433821,97.4570735394
875,4,160.0,same,exp,57.4024459261,66.9431875412,75.6294708259
876,4,160.0,same,expA,52.2645923657,65.8928109096,77.9424906899
877,4,160.0,same,expB,54.3429578542,67.8793739566,79.640274109
878,4,160.0,same,gs,33.3178245599,90.4474181962,99.978309153
879,4,160.0,same,hc,0.00048980731044,0.226642922853,2.47452700153
880,4,160.0,same,oc,97.5254729985,99.7733570771,99.9995101927
881,4,160.0,same,th,97.5254729985,99.7733570771,99.9995101927
882,4,180.0,flipped,bq,86.7490776035,92.8545165203,96.8145040931
883,4,180.0,flipped,bqp,79.3846418709,86.8757321799,92.5126026713
884,4,180.0,flipped,exp,85.473251581,91.8581804515,96.1450597511
885,4,180.0,flipped,expA,76.9289485763,87.7425603563,94.832577549
886,4,180.0,flipped,expB,87.7821064413,95.6778159092,99.1595964861
887,4,180.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
888,4,180.0,flipped,hc,0.00048980731044,0.226642922853,2.47452700153
889,4,180.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
890,4,180.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
891,4,180.0,same,bq,88.0525301057,93.8507433821,97.4570735394
892,4,180.0,same,bqp,89.3899926117,94.8467979494,98.0668188014
893,4,180.0,same,exp,51.2382442446,60.963252661,70.1352548547
894,4,180.0,same,expA,50.2109693865,63.9062344008,76.2200573434
895,4,180.0,same,expB,44.1899833293,57.9464484726,70.9132623315
896,4,180.0,same,gs,33.3178245599,90.4474181962,99.978309153
897,4,180.0,same,hc,0.00048980731044,0.226642922853,2.47452700153
898,4,180.0,same,oc,97.5254729985,99.7733570771,99.9995101927
899,4,180.0,same,th,97.5254729985,99.7733570771,99.9995101927
900,5,0.0,flipped,bq,97.5254729985,99.7733570771,99.9995101927
901,5,0.0,flipped,bqp,97.5254729985,99.7733570771,99.9995101927
902,5,0.0,flipped,exp,89.2863515185,94.7949215089,98.0470273569
903,5,0.0,flipped,expA,84.8467436972,93.6967067436,98.2813350929
904,5,0.0,flipped,expB,87.5452217356,95.5902150476,99.1422500991
905,5,0.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
906,5,0.0,flipped,hc,97.5254729985,99.7733570771,99.9995101927
907,5,0.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
908,5,0.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
909,5,0.0,same,bq,97.5254729985,99.7733570771,99.9995101927
910,5,0.0,same,bqp,97.5254729985,99.7733570771,99.9995101927
911,5,0.0,same,exp,95.4221103399,98.8210438312,99.8918898291
912,5,0.0,same,expA,91.0319648943,97.6501132248,99.7833505825
913,5,0.0,same,expB,95.1241540556,99.5483563846,99.9990228337
914,5,0.0,same,gs,33.3178245599,90.4474181962,99.978309153
915,5,0.0,same,hc,97.5254729985,99.7733570771,99.9995101927
916,5,0.0,same,oc,97.5254729985,99.7733570771,99.9995101927
917,5,0.0,same,th,97.5254729985,99.7733570771,99.9995101927
918,5,20.0,flipped,bq,97.5254729985,99.7733570771,99.9995101927
919,5,20.0,flipped,bqp,97.5254729985,99.7733570771,99.9995101927
920,5,20.0,flipped,exp,88.0525301057,93.8507433821,97.4570735394
921,5,20.0,flipped,expA,84.8467436972,93.6967067436,98.2813350929
922,5,20.0,flipped,expB,84.8467436972,93.6967067436,98.2813350929
923,5,20.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
924,5,20.0,flipped,hc,97.5254729985,99.7733570771,99.9995101927
925,5,20.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
926,5,20.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
927,5,20.0,same,bq,97.5254729985,99.7733570771,99.9995101927
928,5,20.0,same,bqp,97.5254729985,99.7733570771,99.9995101927
929,5,20.0,same,exp,95.4221103399,98.8210438312,99.8918898291
930,5,20.0,same,expA,95.1241540556,99.5483563846,99.9990228337
931,5,20.0,same,expB,91.0319648943,97.6501132248,99.7833505825
932,5,20.0,same,gs,33.3178245599,90.4474181962,99.978309153
933,5,20.0,same,hc,97.5254729985,99.7733570771,99.9995101927
934,5,20.0,same,oc,97.5254729985,99.7733570771,99.9995101927
935,5,20.0,same,th,97.5254729985,99.7733570771,99.9995101927
936,5,40.0,flipped,bq,90.7710357959,95.8425573119,98.635015299
937,5,40.0,flipped,bqp,89.3899926117,94.8467979494,98.0668188014
938,5,40.0,flipped,exp,85.473251581,91.8581804515,96.1450597511
939,5,40.0,flipped,expA,74.4674971844,85.7567318344,93.5128298849
940,5,40.0,flipped,expB,91.0319648943,97.6501132248,99.7833505825
941,5,40.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
942,5,40.0,flipped,hc,97.5254729985,99.7733570771,99.9995101927
943,5,40.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
944,5,40.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
945,5,40.0,same,bq,93.7394151215,97.8316048393,99.5821187553
946,5,40.0,same,bqp,97.5254729985,99.7733570771,99.9995101927
947,5,40.0,same,exp,90.7710357959,95.8425573119,98.635015299
948,5,40.0,same,expA,84.8467436972,93.6967067436,98.2813350929
949,5,40.0,same,expB,91.0319648943,97.6501132248,99.7833505825
950,5,40.0,same,gs,33.3178245599,90.4474181962,99.978309153
951,5,40.0,same,hc,97.5254729985,99.7733570771,99.9995101927
952,5,40.0,same,oc,97.5254729985,99.7733570771,99.9995101927
953,5,40.0,same,th,97.5254729985,99.7733570771,99.9995101927
954,5,60.0,flipped,bq,92.2112430574,96.8377466032,99.1479716893
955,5,60.0,flipped,bqp,86.7490776035,92.8545165203,96.8145040931
956,5,60.0,flipped,exp,81.5960256075,88.7567530691,93.9510796514
957,5,60.0,flipped,expA,67.4173103886,79.79820227,89.2265969234
958,5,60.0,flipped,expB,90.8566594298,97.6024898358,99.7789112072
959,5,60.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
960,5,60.0,flipped,hc,84.2205388562,90.8617708528,95.4530081521
961,5,60.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
962,5,60.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
963,5,60.0,same,bq,89.3899926117,94.8467979494,98.0668188014
964,5,60.0,same,bqp,81.7719114912,88.8688100464,94.0130814515
965,5,60.0,same,exp,81.7719114912,88.8688100464,94.0130814515
966,5,60.0,same,expA,74.4674971844,85.7567318344,93.5128298849
967,5,60.0,same,expB,82.0933850382,91.7129443889,97.2392909008
968,5,60.0,same,gs,33.3178245599,90.4474181962,99.978309153
969,5,60.0,same,hc,81.7719114912,88.8688100464,94.0130814515
970,5,60.0,same,oc,97.5254729985,99.7733570771,99.9995101927
971,5,60.0,same,th,97.5254729985,99.7733570771,99.9995101927
972,5,80.0,flipped,bq,93.7394151215,97.8316048393,99.5821187553
973,5,80.0,flipped,bqp,88.0525301057,93.8507433821,97.4570735394
974,5,80.0,flipped,exp,85.3322749421,91.7762175247,96.1053502764
975,5,80.0,flipped,expA,76.9289485763,87.7425603563,94.832577549
976,5,80.0,flipped,expB,87.5452217356,95.5902150476,99.1422500991
977,5,80.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
978,5,80.0,flipped,hc,0.00048980731044,0.226642922853,2.47452700153
979,5,80.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
980,5,80.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
981,5,80.0,same,bq,86.7490776035,92.8545165203,96.8145040931
982,5,80.0,same,bqp,86.7490776035,92.8545165203,96.8145040931
983,5,80.0,same,exp,81.7719114912,88.8688100464,94.0130814515
984,5,80.0,same,expA,74.4674971844,85.7567318344,93.5128298849
985,5,80.0,same,expB,82.0933850382,91.7129443889,97.2392909008
986,5,80.0,same,gs,33.3178245599,90.4474181962,99.978309153
987,5,80.0,same,hc,0.00048980731044,0.226642922853,2.47452700153
988,5,80.0,same,oc,97.5254729985,99.7733570771,99.9995101927
989,5,80.0,same,th,97.5254729985,99.7733570771,99.9995101927
990,5,100.0,flipped,bq,88.0525301057,93.8507433821,97.4570735394
991,5,100.0,flipped,bqp,81.7719114912,88.8688100464,94.0130814515
992,5,100.0,flipped,exp,77.0469340769,84.8825836606,90.9630483647
993,5,100.0,flipped,expA,74.4674971844,85.7567318344,93.5128298849
994,5,100.0,flipped,expB,72.0673669519,83.7706865018,92.1332515998
995,5,100.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
996,5,100.0,flipped,hc,0.00048980731044,0.226642922853,2.47452700153
997,5,100.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
998,5,100.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
999,5,100.0,same,bq,88.0525301057,93.8507433821,97.4570735394
1000,5,100.0,same,bqp,90.7710357959,95.8425573119,98.635015299
1001,5,100.0,same,exp,73.6163335095,81.8927796724,88.5633147829
1002,5,100.0,same,expA,74.4674971844,85.7567318344,93.5128298849
1003,5,100.0,same,expB,65.1556762674,77.8118345246,87.7107391784
1004,5,100.0,same,gs,33.3178245599,90.4474181962,99.978309153
1005,5,100.0,same,hc,0.00048980731044,0.226642922853,2.47452700153
1006,5,100.0,same,oc,97.5254729985,99.7733570771,99.9995101927
1007,5,100.0,same,th,97.5254729985,99.7733570771,99.9995101927
1008,5,120.0,flipped,bq,88.0525301057,93.8507433821,97.4570735394
1009,5,120.0,flipped,bqp,82.9876070348,89.8653094068,94.7415324709
1010,5,120.0,flipped,exp,79.3846418709,86.8757321799,92.5126026713
1011,5,120.0,flipped,expA,72.0673669519,83.7706865018,92.1332515998
1012,5,120.0,flipped,expB,79.4645171977,89.7280462386,96.0805635606
1013,5,120.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
1014,5,120.0,flipped,hc,10.6277005795,17.1106107124,25.2492634492
1015,5,120.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
1016,5,120.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
1017,5,120.0,same,bq,85.473251581,91.8581804515,96.1450597511
1018,5,120.0,same,bqp,84.2205388562,90.8617708528,95.4530081521
1019,5,120.0,same,exp,74.7507365508,82.8893892876,89.3722994205
1020,5,120.0,same,expA,74.4674971844,85.7567318344,93.5128298849
1021,5,120.0,same,expB,67.4173103886,79.79820227,89.2265969234
1022,5,120.0,same,gs,33.3178245599,90.4474181962,99.978309153
1023,5,120.0,same,hc,12.2539627123,19.103836481,27.5097316641
1024,5,120.0,same,oc,97.5254729985,99.7733570771,99.9995101927
1025,5,120.0,same,th,97.5254729985,99.7733570771,99.9995101927
1026,5,140.0,flipped,bq,84.2205388562,90.8617708528,95.4530081521
1027,5,140.0,flipped,bqp,84.2205388562,90.8617708528,95.4530081521
1028,5,140.0,flipped,exp,79.1864289474,86.7436108581,92.4348048351
1029,5,140.0,flipped,expA,76.9289485763,87.7425603563,94.832577549
1030,5,140.0,flipped,expB,73.9864484929,85.4680355614,93.3754269294
1031,5,140.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
1032,5,140.0,flipped,hc,40.3173950896,50.0,59.6826049104
1033,5,140.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
1034,5,140.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
1035,5,140.0,same,bq,80.5714564074,87.8722821309,93.2695865027
1036,5,140.0,same,bqp,86.7490776035,92.8545165203,96.8145040931
1037,5,140.0,same,exp,69.9790658021,78.6905316641,85.9421949111
1038,5,140.0,same,expA,60.739207152,73.8389449743,84.5732838614
1039,5,140.0,same,expB,71.5436706018,83.4417342683,91.9659049396
1040,5,140.0,same,gs,33.3178245599,90.4474181962,99.978309153
1041,5,140.0,same,hc,40.3173950896,50.0,59.6826049104
1042,5,140.0,same,oc,97.5254729985,99.7733570771,99.9995101927
1043,5,140.0,same,th,97.5254729985,99.7733570771,99.9995101927
1044,5,160.0,flipped,bq,79.3846418709,86.8757321799,92.5126026713
1045,5,160.0,flipped,bqp,81.7719114912,88.8688100464,94.0130814515
1046,5,160.0,flipped,exp,78.2101619022,85.8791648741,91.7434037253
1047,5,160.0,flipped,expA,72.0673669519,83.7706865018,92.1332515998
1048,5,160.0,flipped,expB,76.9289485763,87.7425603563,94.832577549
1049,5,160.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
1050,5,160.0,flipped,hc,29.8647451453,39.036747339,48.7617557554
1051,5,160.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
1052,5,160.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
1053,5,160.0,same,bq,82.9876070348,89.8653094068,94.7415324709
1054,5,160.0,same,bqp,80.5714564074,87.8722821309,93.2695865027
1055,5,160.0,same,exp,60.5453493369,69.9331432334,78.3158571381
1056,5,160.0,same,expA,54.3429578542,67.8793739566,79.640274109
1057,5,160.0,same,expB,58.578732015,71.8524457102,82.9571714639
1058,5,160.0,same,gs,33.3178245599,90.4474181962,99.978309153
1059,5,160.0,same,hc,28.9383731009,38.0400899221,47.7450692336
1060,5,160.0,same,oc,97.5254729985,99.7733570771,99.9995101927
1061,5,160.0,same,th,97.5254729985,99.7733570771,99.9995101927
1062,5,180.0,flipped,bq,84.2205388562,90.8617708528,95.4530081521
1063,5,180.0,flipped,bqp,79.3846418709,86.8757321799,92.5126026713
1064,5,180.0,flipped,exp,75.8940495297,83.8859911348,90.1724275945
1065,5,180.0,flipped,expA,72.0673669519,83.7706865018,92.1332515998
1066,5,180.0,flipped,expB,72.0673669519,83.7706865018,92.1332515998
1067,5,180.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
1068,5,180.0,flipped,hc,0.00048980731044,0.226642922853,2.47452700153
1069,5,180.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
1070,5,180.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
1071,5,180.0,same,bq,84.2205388562,90.8617708528,95.4530081521
1072,5,180.0,same,bqp,85.473251581,91.8581804515,96.1450597511
1073,5,180.0,same,exp,70.5401512608,79.2800164229,86.5000241811
1074,5,180.0,same,expA,59.2750985927,72.7564823416,83.8884549636
1075,5,180.0,same,expB,73.9864484929,85.4680355614,93.3754269294
1076,5,180.0,same,gs,33.3178245599,90.4474181962,99.978309153
1077,5,180.0,same,hc,0.00048980731044,0.226642922853,2.47452700153
1078,5,180.0,same,oc,97.5254729985,99.7733570771,99.9995101927
1079,5,180.0,same,th,97.5254729985,99.7733570771,99.9995101927
1080,6,0.0,flipped,bq,97.5254729985,99.7733570771,99.9995101927
1081,6,0.0,flipped,bqp,97.5254729985,99.7733570771,99.9995101927
1082,6,0.0,flipped,exp,93.6777442023,97.8097765316,99.5778742865
1083,6,0.0,flipped,expA,95.0276614712,99.5392073852,99.9990029933
1084,6,0.0,flipped,expB,87.7821064413,95.6778159092,99.1595964861
1085,6,0.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
1086,6,0.0,flipped,hc,97.5254729985,99.7733570771,99.9995101927
1087,6,0.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
1088,6,0.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
1089,6,0.0,same,bq,97.5254729985,99.7733570771,99.9995101927
1090,6,0.0,same,bqp,97.5254729985,99.7733570771,99.9995101927
1091,6,0.0,same,exp,95.3768390161,98.8091762162,99.8907956284
1092,6,0.0,same,expA,90.8566594298,97.6024898358,99.7789112072
1093,6,0.0,same,expB,95.1241540556,99.5483563846,99.9990228337
1094,6,0.0,same,gs,33.3178245599,90.4474181962,99.978309153
1095,6,0.0,same,hc,97.5254729985,99.7733570771,99.9995101927
1096,6,0.0,same,oc,97.5254729985,99.7733570771,99.9995101927
1097,6,0.0,same,th,97.5254729985,99.7733570771,99.9995101927
1098,6,20.0,flipped,bq,97.5254729985,99.7733570771,99.9995101927
1099,6,20.0,flipped,bqp,97.5254729985,99.7733570771,99.9995101927
1100,6,20.0,flipped,exp,86.6202171511,92.7825837318,96.7817539544
1101,6,20.0,flipped,expA,79.4645171977,89.7280462386,96.0805635606
1102,6,20.0,flipped,expB,87.5452217356,95.5902150476,99.1422500991
1103,6,20.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
1104,6,20.0,flipped,hc,97.5254729985,99.7733570771,99.9995101927
1105,6,20.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
1106,6,20.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
1107,6,20.0,same,bq,97.5254729985,99.7733570771,99.9995101927
1108,6,20.0,same,bqp,97.5254729985,99.7733570771,99.9995101927
1109,6,20.0,same,exp,89.3899926117,94.8467979494,98.0668188014
1110,6,20.0,same,expA,82.0933850382,91.7129443889,97.2392909008
1111,6,20.0,same,expB,91.0319648943,97.6501132248,99.7833505825
1112,6,20.0,same,gs,33.3178245599,90.4474181962,99.978309153
1113,6,20.0,same,hc,97.5254729985,99.7733570771,99.9995101927
1114,6,20.0,same,oc,97.5254729985,99.7733570771,99.9995101927
1115,6,20.0,same,th,97.5254729985,99.7733570771,99.9995101927
1116,6,40.0,flipped,bq,95.4221103399,98.8210438312,99.8918898291
1117,6,40.0,flipped,bqp,95.4221103399,98.8210438312,99.8918898291
1118,6,40.0,flipped,exp,80.5714564074,87.8722821309,93.2695865027
1119,6,40.0,flipped,expA,74.4674971844,85.7567318344,93.5128298849
1120,6,40.0,flipped,expB,79.4645171977,89.7280462386,96.0805635606
1121,6,40.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
1122,6,40.0,flipped,hc,97.5254729985,99.7733570771,99.9995101927
1123,6,40.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
1124,6,40.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
1125,6,40.0,same,bq,95.4221103399,98.8210438312,99.8918898291
1126,6,40.0,same,bqp,95.4221103399,98.8210438312,99.8918898291
1127,6,40.0,same,exp,84.2205388562,90.8617708528,95.4530081521
1128,6,40.0,same,expA,74.4674971844,85.7567318344,93.5128298849
1129,6,40.0,same,expB,87.7821064413,95.6778159092,99.1595964861
1130,6,40.0,same,gs,33.3178245599,90.4474181962,99.978309153
1131,6,40.0,same,hc,97.5254729985,99.7733570771,99.9995101927
1132,6,40.0,same,oc,97.5254729985,99.7733570771,99.9995101927
1133,6,40.0,same,th,97.5254729985,99.7733570771,99.9995101927
1134,6,60.0,flipped,bq,92.2112430574,96.8377466032,99.1479716893
1135,6,60.0,flipped,bqp,88.0525301057,93.8507433821,97.4570735394
1136,6,60.0,flipped,exp,81.7719114912,88.8688100464,94.0130814515
1137,6,60.0,flipped,expA,74.4674971844,85.7567318344,93.5128298849
1138,6,60.0,flipped,expB,82.0933850382,91.7129443889,97.2392909008
1139,6,60.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
1140,6,60.0,flipped,hc,31.7297742462,41.0300635704,50.7828341634
1141,6,60.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
1142,6,60.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
1143,6,60.0,same,bq,92.2112430574,96.8377466032,99.1479716893
1144,6,60.0,same,bqp,92.2112430574,96.8377466032,99.1479716893
1145,6,60.0,same,exp,89.3899926117,94.8467979494,98.0668188014
1146,6,60.0,same,expA,82.0933850382,91.7129443889,97.2392909008
1147,6,60.0,same,expB,91.0319648943,97.6501132248,99.7833505825
1148,6,60.0,same,gs,33.3178245599,90.4474181962,99.978309153
1149,6,60.0,same,hc,26.1845610124,35.0501212197,44.669681188
1150,6,60.0,same,oc,97.5254729985,99.7733570771,99.9995101927
1151,6,60.0,same,th,97.5254729985,99.7733570771,99.9995101927
1152,6,80.0,flipped,bq,95.4221103399,98.8210438312,99.8918898291
1153,6,80.0,flipped,bqp,93.7394151215,97.8316048393,99.5821187553
1154,6,80.0,flipped,exp,85.473251581,91.8581804515,96.1450597511
1155,6,80.0,flipped,expA,76.9289485763,87.7425603563,94.832577549
1156,6,80.0,flipped,expB,87.7821064413,95.6778159092,99.1595964861
1157,6,80.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
1158,6,80.0,flipped,hc,0.00048980731044,0.226642922853,2.47452700153
1159,6,80.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
1160,6,80.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
1161,6,80.0,same,bq,90.7710357959,95.8425573119,98.635015299
1162,6,80.0,same,bqp,93.7394151215,97.8316048393,99.5821187553
1163,6,80.0,same,exp,90.7710357959,95.8425573119,98.635015299
1164,6,80.0,same,expA,82.0933850382,91.7129443889,97.2392909008
1165,6,80.0,same,expB,95.1241540556,99.5483563846,99.9990228337
1166,6,80.0,same,gs,33.3178245599,90.4474181962,99.978309153
1167,6,80.0,same,hc,0.00048980731044,0.226642922853,2.47452700153
1168,6,80.0,same,oc,97.5254729985,99.7733570771,99.9995101927
1169,6,80.0,same,th,97.5254729985,99.7733570771,99.9995101927
1170,6,100.0,flipped,bq,89.3899926117,94.8467979494,98.0668188014
1171,6,100.0,flipped,bqp,84.2205388562,90.8617708528,95.4530081521
1172,6,100.0,flipped,exp,75.8940495297,83.8859911348,90.1724275945
1173,6,100.0,flipped,expA,60.739207152,73.8389449743,84.5732838614
1174,6,100.0,flipped,expB,84.8467436972,93.6967067436,98.2813350929
1175,6,100.0,flipped,gs,33.3178245599,90.4474181962,99.978309153
1176,6,100.0,flipped,hc,0.00048980731044,0.226642922853,2.47452700153
1177,6,100.0,flipped,oc,97.5254729985,99.7733570771,99.9995101927
1178,6,100.0,flipped,th,97.5254729985,99.7733570771,99.9995101927
1179,6,100.0,same,bq,89.3899926117,94.8467979494,98.0668188014
1180,6,100.0,same,bqp,88.0525301057,93.8507433821,97.4570735394
1181,6,100.0,same,exp,84.2205388562,90.8617708528,95.4530081521
