,stimulus,theta,flipped,model,lower,median,upper,modtheta
1725,5,140.0,flipped,th,45.540515629,39.9285255504,35.6338188651,140.0
1726,5,140.0,same,bq,31.2760150339,27.3201427719,24.0046034423,140.0
1727,5,140.0,same,bqp,28.8607341789,25.9371523337,23.1700763183,140.0
1728,5,140.0,same,exp,2854.40977887,1584.21378077,866.220887649,140.0
1729,5,140.0,same,expA,3023.473526,2099.40044872,1544.98501134,140.0
1730,5,140.0,same,expB,3330.31215478,1322.52439625,602.963834565,140.0
1731,5,140.0,same,gs,722.0,722.0,722.0,140.0
1732,5,140.0,same,hc,8.27480224208,7.92353163124,7.60406938412,140.0
1733,5,140.0,same,oc,31.2803200986,30.1052325174,28.9928592735,140.0
1734,5,140.0,same,th,19.8988282115,16.4232496575,14.0684140188,140.0
1735,5,160.0,flipped,bq,28.147028871,25.1659681855,22.7875791017,160.0
1736,5,160.0,flipped,bqp,30.4702639519,26.6973973733,23.6624376784,160.0
1737,5,160.0,flipped,exp,2765.00823939,2341.66174909,1928.16209922,160.0
1738,5,160.0,flipped,expA,3065.10354838,2298.09201453,1701.31816556,160.0
1739,5,160.0,flipped,expB,2761.98360048,2357.60859095,2036.63150796,160.0
1740,5,160.0,flipped,gs,722.0,722.0,722.0,160.0
1741,5,160.0,flipped,oc,35.8690188014,34.7093735409,33.7109749877,160.0
1742,5,160.0,flipped,th,41.7716946792,36.4677851531,32.295170663,160.0
1743,5,160.0,same,bq,30.0685358559,27.1544599756,24.3748076495,160.0
1744,5,160.0,same,bqp,32.1148773753,27.4606941352,23.8535482858,160.0
1745,5,160.0,same,exp,3271.34462951,2852.62752959,2524.84493215,160.0
1746,5,160.0,same,expA,3163.10305835,2700.72006535,2352.74397771,160.0
1747,5,160.0,same,expB,3620.57027206,2993.03095741,2516.27295394,160.0
1748,5,160.0,same,gs,722.0,722.0,722.0,160.0
1749,5,160.0,same,hc,16.4722692233,15.5074220362,14.3927639547,160.0
1750,5,160.0,same,oc,35.2424172363,34.0988407417,32.8670773879,160.0
1751,5,160.0,same,th,18.4593346302,15.3363103387,13.1316344397,160.0
1752,5,180.0,flipped,bq,29.4378422543,26.9546654449,24.6272243213,180.0
1753,5,180.0,flipped,bqp,32.2532406852,28.7338897164,26.0210496422,180.0
1754,5,180.0,flipped,exp,2954.43308768,2663.1269347,2382.53874137,180.0
1755,5,180.0,flipped,expA,2813.73243439,2401.4298235,2029.55151689,180.0
1756,5,180.0,flipped,expB,3311.79885431,2969.58287346,2668.66648615,180.0
1757,5,180.0,flipped,gs,722.0,722.0,722.0,180.0
1758,5,180.0,flipped,oc,39.7472515384,38.8563471883,37.9779500269,180.0
1759,5,180.0,flipped,th,36.9736702495,33.5281010065,30.4692819393,180.0
1760,5,180.0,same,bq,33.2248494593,29.8553898312,27.1311108374,180.0
1761,5,180.0,same,bqp,26.8490018749,24.4642207317,22.3702249425,180.0
1762,5,180.0,same,exp,2680.35483306,2301.57144497,1890.70241052,180.0
1763,5,180.0,same,expA,2887.29690808,2433.49506245,2103.94240115,180.0
1764,5,180.0,same,expB,2759.86264466,2200.18441561,1626.42168845,180.0
1765,5,180.0,same,gs,722.0,722.0,722.0,180.0
1766,5,180.0,same,oc,39.343493335,38.3988994141,37.5923363444,180.0
1767,5,180.0,same,th,35.0449631766,31.7512538089,29.0163624859,180.0
1768,5,200.0,flipped,bq,35.699110077,30.6867934722,26.761951332,160.0
1769,5,200.0,flipped,bqp,27.8079581913,23.7685944407,20.4056703069,160.0
1770,5,200.0,flipped,exp,2857.83921061,2518.91765887,2250.21449011,160.0
1771,5,200.0,flipped,expA,2973.66904016,2516.29929688,2212.23670494,160.0
1772,5,200.0,flipped,expB,3034.31598833,2521.23823748,2111.99105479,160.0
1773,5,200.0,flipped,gs,722.0,722.0,722.0,160.0
1774,5,200.0,flipped,hc,16.18553496,15.2655235903,14.3507327906,160.0
1775,5,200.0,flipped,oc,36.0502755556,34.9194920205,33.8981657585,160.0
1776,5,200.0,flipped,th,13.3576013328,11.4323881122,10.1357562382,160.0
1777,5,200.0,same,bq,30.4794980773,27.2674200995,24.6606339934,160.0
1778,5,200.0,same,bqp,30.0967418217,26.4047073476,23.3374164821,160.0
1779,5,200.0,same,exp,2885.40534377,2496.00559437,2208.49938473,160.0
1780,5,200.0,same,expA,2976.41852641,2458.82817168,2094.43475314,160.0
1781,5,200.0,same,expB,3299.23151045,2574.34220038,2041.93372535,160.0
1782,5,200.0,same,gs,722.0,722.0,722.0,160.0
1783,5,200.0,same,oc,36.9820233611,35.8226453539,34.6815234361,160.0
1784,5,200.0,same,th,39.7880974865,34.574352857,30.8827660212,160.0
1785,5,220.0,flipped,bq,28.0034970415,24.23952546,21.3727677206,140.0
1786,5,220.0,flipped,bqp,29.7606684137,25.9236807772,22.8630214233,140.0
1787,5,220.0,flipped,exp,3259.79358618,2895.69455681,2582.014927,140.0
1788,5,220.0,flipped,expA,3626.64019154,3044.73702764,2615.34498639,140.0
1789,5,220.0,flipped,expB,3271.50321964,2716.24974663,2354.42686344,140.0
1790,5,220.0,flipped,gs,722.0,722.0,722.0,140.0
1791,5,220.0,flipped,hc,8.57304032422,8.21452596081,7.86802271792,140.0
1792,5,220.0,flipped,oc,32.1589918581,30.8729126529,29.6217436227,140.0
1793,5,220.0,flipped,th,23.73112106,18.8942078452,15.6168371467,140.0
1794,5,220.0,same,bq,33.378826097,28.5978366819,25.1996250684,140.0
1795,5,220.0,same,bqp,29.5900094001,25.7563736378,22.8458929413,140.0
1796,5,220.0,same,exp,2970.69781071,2557.14708842,2255.82855293,140.0
1797,5,220.0,same,expA,3207.78757478,2630.3146568,2243.19954672,140.0
1798,5,220.0,same,expB,3188.21132558,2501.84383654,2061.34450714,140.0
1799,5,220.0,same,gs,722.0,722.0,722.0,140.0
1800,5,220.0,same,oc,31.2253664042,29.940676768,28.7149387062,140.0
1801,5,220.0,same,th,45.5485540121,39.7198033444,34.9885231802,140.0
1802,5,240.0,flipped,bq,28.5652310293,24.769087029,21.7557024333,120.0
1803,5,240.0,flipped,bqp,27.5773428218,24.2968308467,21.6348344302,120.0
1804,5,240.0,flipped,exp,3183.62410492,2758.20923065,2435.88269556,120.0
1805,5,240.0,flipped,expA,3255.51793617,2686.60186717,2270.30500438,120.0
1806,5,240.0,flipped,expB,3449.87548662,2824.54870204,2353.67847034,120.0
1807,5,240.0,flipped,gs,722.0,722.0,722.0,120.0
1808,5,240.0,flipped,hc,15.2590123645,13.8143239325,12.1094796526,120.0
1809,5,240.0,flipped,oc,27.29547864,26.0160424895,24.6632785947,120.0
1810,5,240.0,flipped,th,20.1607733925,16.3831088694,13.6216232227,120.0
1811,5,240.0,same,bq,29.6532211217,26.2495221408,23.4729615467,120.0
1812,5,240.0,same,bqp,26.6313548354,24.1774297348,22.1618367993,120.0
1813,5,240.0,same,exp,3021.09025455,2583.30216383,2239.08657416,120.0
1814,5,240.0,same,expA,3381.57002774,2738.41072752,2278.64835934,120.0
1815,5,240.0,same,expB,3104.51472733,2464.56660316,2020.41990583,120.0
1816,5,240.0,same,gs,722.0,722.0,722.0,120.0
1817,5,240.0,same,oc,26.261329008,25.2699596227,24.3405444355,120.0
1818,5,240.0,same,th,42.46651613,37.1184976472,33.1028932344,120.0
1819,5,260.0,flipped,bq,27.3463200972,24.5241065819,22.2028460835,100.0
1820,5,260.0,flipped,bqp,31.3507718333,27.927768396,24.8975079905,100.0
1821,5,260.0,flipped,exp,3604.77259542,3127.54838666,2756.19708243,100.0
1822,5,260.0,flipped,expA,3596.32685915,3012.85046933,2587.08916031,100.0
1823,5,260.0,flipped,expB,4099.77011948,3266.49354393,2740.05455278,100.0
1824,5,260.0,flipped,gs,722.0,722.0,722.0,100.0
1825,5,260.0,flipped,oc,22.0078392611,20.8701307527,19.8939052642,100.0
1826,5,260.0,flipped,th,43.8168407702,38.365314673,34.2487771898,100.0
1827,5,260.0,same,bq,25.991714614,23.6971449379,21.6981747379,100.0
1828,5,260.0,same,bqp,29.6440045563,26.1599753474,23.4937739057,100.0
1829,5,260.0,same,exp,2734.71111986,2373.41373014,2079.06802028,100.0
1830,5,260.0,same,expA,3097.88583545,2633.19224874,2282.13383949,100.0
1831,5,260.0,same,expB,2696.25124114,2196.20212784,1826.14805581,100.0
1832,5,260.0,same,gs,722.0,722.0,722.0,100.0
1833,5,260.0,same,oc,22.2373593705,21.3365819832,20.4593782733,100.0
1834,5,260.0,same,th,42.0932712674,36.5097894699,32.287529299,100.0
1835,5,280.0,flipped,bq,30.5018864879,27.5044518811,25.089490758,80.0
1836,5,280.0,flipped,bqp,23.7964948522,21.4994622213,19.6437277604,80.0
1837,5,280.0,flipped,exp,3220.00589526,2840.14673224,2537.19499894,80.0
1838,5,280.0,flipped,expA,3335.49947335,2818.67598795,2391.74507615,80.0
1839,5,280.0,flipped,expB,3443.17787679,2891.53468259,2465.13630859,80.0
1840,5,280.0,flipped,gs,722.0,722.0,722.0,80.0
1841,5,280.0,flipped,oc,17.6662630617,16.903894377,16.1642503377,80.0
1842,5,280.0,flipped,th,47.7939019355,40.2465115589,34.8894811589,80.0
1843,5,280.0,same,bq,24.2319210705,21.8693373091,19.7762729698,80.0
1844,5,280.0,same,bqp,24.2157553981,21.9424631922,20.0904590418,80.0
1845,5,280.0,same,exp,2669.68703549,2362.27021591,2101.6716815,80.0
1846,5,280.0,same,expA,2622.1422996,2174.18066518,1863.6792696,80.0
1847,5,280.0,same,expB,3049.43097135,2586.54800891,2197.42675766,80.0
1848,5,280.0,same,gs,722.0,722.0,722.0,80.0
1849,5,280.0,same,oc,18.5174031864,17.6490750031,16.84254825,80.0
1850,5,280.0,same,th,24.6506911159,19.2866651098,15.4607316058,80.0
1851,5,300.0,flipped,bq,24.4163262662,22.1088949094,20.2235351967,60.0
1852,5,300.0,flipped,bqp,27.4167350772,24.6723117367,22.4777346067,60.0
1853,5,300.0,flipped,exp,2961.75052963,2592.52299184,2296.97687325,60.0
1854,5,300.0,flipped,expA,3148.97607933,2593.47321429,2221.49304815,60.0
1855,5,300.0,flipped,expB,3135.06630988,2601.9328458,2221.26269999,60.0
1856,5,300.0,flipped,gs,722.0,722.0,722.0,60.0
1857,5,300.0,flipped,hc,22.006722601,21.0231119508,20.1071000775,60.0
1858,5,300.0,flipped,oc,13.8344852058,12.8457712193,11.9278769684,60.0
1859,5,300.0,flipped,th,41.1307360298,35.7405080827,31.2454569272,60.0
1860,5,300.0,same,bq,24.8718686861,22.5054169608,20.5141206484,60.0
1861,5,300.0,same,bqp,23.0338509558,21.2299282295,19.6388625987,60.0
1862,5,300.0,same,exp,2558.16452379,2199.55999141,1903.16632903,60.0
1863,5,300.0,same,expA,2996.58215,2358.65699191,1842.09010071,60.0
1864,5,300.0,same,expB,2465.94761983,2077.90036154,1787.8236782,60.0
1865,5,300.0,same,gs,722.0,722.0,722.0,60.0
1866,5,300.0,same,hc,29.5408925366,28.3387290534,27.2285773241,60.0
1867,5,300.0,same,oc,13.9819751769,13.2543070728,12.5113626968,60.0
1868,5,300.0,same,th,13.2352256074,10.4412539062,8.28159523804,60.0
1869,5,320.0,flipped,bq,28.2813218461,25.1725516596,22.3908924517,40.0
1870,5,320.0,flipped,bqp,28.0526252905,25.3122461207,22.9034619915,40.0
1871,5,320.0,flipped,exp,2645.30459085,2312.52431858,2042.22234169,40.0
1872,5,320.0,flipped,expA,3034.42895294,2378.09083327,1912.7920895,40.0
1873,5,320.0,flipped,expB,2782.95965315,2270.49509164,1958.68601748,40.0
1874,5,320.0,flipped,gs,722.0,722.0,722.0,40.0
1875,5,320.0,flipped,hc,22.3749842227,21.5394684058,20.7002791429,40.0
1876,5,320.0,flipped,oc,9.74217858049,9.16671796596,8.6358072595,40.0
1877,5,320.0,flipped,th,9.6408805545,7.44887335554,6.07587228695,40.0
1878,5,320.0,same,bq,24.1664008357,22.1961190435,20.4012754726,40.0
1879,5,320.0,same,bqp,24.0724591969,21.9536474085,20.0959370423,40.0
1880,5,320.0,same,exp,2549.85256365,2246.21417976,1967.23403011,40.0
1881,5,320.0,same,expA,2953.66892535,2382.97663226,1934.03365118,40.0
1882,5,320.0,same,expB,2491.51510867,2116.43774085,1784.90338499,40.0
1883,5,320.0,same,gs,722.0,722.0,722.0,40.0
1884,5,320.0,same,hc,21.2341243664,20.2618095034,19.384006279,40.0
1885,5,320.0,same,oc,9.26574189406,8.69699109594,8.16522346448,40.0
1886,5,320.0,same,th,11.81229079,9.41058192025,7.77282989909,40.0
1887,5,340.0,flipped,bq,26.2447838,23.5135993284,21.3245096025,20.0
1888,5,340.0,flipped,bqp,23.6368391064,21.9404213256,20.2740411563,20.0
1889,5,340.0,flipped,exp,2498.60189133,2167.0336283,1885.72152709,20.0
1890,5,340.0,flipped,expA,2999.05688512,2443.9135858,2005.82864185,20.0
1891,5,340.0,flipped,expB,2356.75833999,1942.45675766,1652.6298272,20.0
1892,5,340.0,flipped,gs,722.0,722.0,722.0,20.0
1893,5,340.0,flipped,hc,18.9958737587,18.1045920357,17.2892005129,20.0
1894,5,340.0,flipped,oc,4.846694439,4.55136540962,4.28217493704,20.0
1895,5,340.0,flipped,th,10.8373892656,8.25677011564,6.53186688241,20.0
1896,5,340.0,same,bq,25.2625147529,23.2812820396,21.372625658,20.0
1897,5,340.0,same,bqp,25.6493712487,23.4613544401,21.5406372447,20.0
1898,5,340.0,same,exp,1857.26488529,1484.22949085,1072.51301929,20.0
1899,5,340.0,same,expA,1856.54233936,1253.35555954,772.978665067,20.0
1900,5,340.0,same,expB,2128.13143935,1792.87990609,1538.05793639,20.0
1901,5,340.0,same,gs,722.0,722.0,722.0,20.0
1902,5,340.0,same,hc,12.4314860704,11.9287598581,11.4498006084,20.0
1903,5,340.0,same,oc,4.7479354959,4.44773906597,4.15919826502,20.0
1904,5,340.0,same,th,9.34809577277,7.69502662435,6.50706188008,20.0
1905,6,0.0,flipped,bq,22.1743391792,20.8123789162,19.5874162511,0.0
1906,6,0.0,flipped,bqp,21.9192279455,20.5289721904,19.1882002732,0.0
1907,6,0.0,flipped,exp,1604.15250241,1481.69468449,1375.80425037,0.0
1908,6,0.0,flipped,expA,1862.36324092,1654.44759755,1471.80529402,0.0
1909,6,0.0,flipped,expB,1468.72713328,1329.02556332,1212.9920929,0.0
1910,6,0.0,flipped,gs,722.0,722.0,722.0,0.0
1911,6,0.0,flipped,hc,8.10743640126,7.94576698723,7.7943769138,0.0
1912,6,0.0,flipped,oc,1.0,1.0,1.0,0.0
1913,6,0.0,flipped,th,2.0,2.0,2.0,0.0
1914,6,0.0,same,bq,23.478095755,21.8872699897,20.5023662055,0.0
1915,6,0.0,same,bqp,21.1006457242,19.8514173778,18.7922150698,0.0
1916,6,0.0,same,exp,1595.91435312,1483.88289655,1386.36702589,0.0
1917,6,0.0,same,expA,1666.4869128,1481.32184233,1318.52126631,0.0
1918,6,0.0,same,expB,1639.94333868,1492.90297935,1365.28295947,0.0
1919,6,0.0,same,gs,722.0,722.0,722.0,0.0
1920,6,0.0,same,hc,8.12827187134,7.99124768111,7.85607177706,0.0
1921,6,0.0,same,oc,1.0,1.0,1.0,0.0
1922,6,0.0,same,th,1.0,1.0,1.0,0.0
1923,6,20.0,flipped,bq,25.212590158,22.0571387273,19.2630477507,20.0
1924,6,20.0,flipped,bqp,25.0320269871,22.6108147808,20.381218384,20.0
1925,6,20.0,flipped,exp,2507.79657771,2211.33124656,1957.50239524,20.0
1926,6,20.0,flipped,expA,2797.4689619,2290.41351992,1964.02743944,20.0
1927,6,20.0,flipped,expB,2479.91755696,2123.25511618,1868.4405696,20.0
1928,6,20.0,flipped,gs,722.0,722.0,722.0,20.0
1929,6,20.0,flipped,hc,15.0556371296,14.2571057137,13.538619627,20.0
1930,6,20.0,flipped,oc,4.59317585302,4.31654676259,4.05938297379,20.0
1931,6,20.0,flipped,th,9.41880585824,7.28946154228,5.95058305299,20.0
1932,6,20.0,same,bq,24.2880529237,21.9538465951,19.810849802,20.0
1933,6,20.0,same,bqp,23.0999764788,20.7006516901,18.4422558618,20.0
1934,6,20.0,same,exp,2053.53879563,1832.60728817,1640.75184945,20.0
1935,6,20.0,same,expA,2464.07091889,2224.88362764,2004.90395991,20.0
1936,6,20.0,same,expB,1847.79605143,1565.17307843,1339.46348275,20.0
1937,6,20.0,same,gs,722.0,722.0,722.0,20.0
1938,6,20.0,same,hc,15.3910106343,14.6131458228,13.8635651636,20.0
1939,6,20.0,same,oc,4.57622270951,4.31943230318,4.05078918053,20.0
1940,6,20.0,same,th,11.624344328,9.17541750822,7.62271736747,20.0
1941,6,40.0,flipped,bq,23.0885446826,21.1434371491,19.4511943699,40.0
1942,6,40.0,flipped,bqp,23.1661903906,21.4898400377,19.9384473983,40.0
1943,6,40.0,flipped,exp,2698.09663942,2370.43873932,2118.47962102,40.0
1944,6,40.0,flipped,expA,3175.56282374,2596.35466102,2231.6936291,40.0
1945,6,40.0,flipped,expB,2648.15993302,2222.02649514,1901.87710485,40.0
1946,6,40.0,flipped,gs,722.0,722.0,722.0,40.0
1947,6,40.0,flipped,hc,21.4373305843,20.565635141,19.7865878973,40.0
1948,6,40.0,flipped,oc,9.1571431167,8.71063884303,8.27287597938,40.0
1949,6,40.0,flipped,th,11.4475830088,8.65915719107,6.89827168049,40.0
1950,6,40.0,same,bq,24.3125153404,21.9337432674,19.94153538,40.0
1951,6,40.0,same,bqp,26.98278319,24.6108317397,22.3860053411,40.0
1952,6,40.0,same,exp,2286.88811471,2031.92048532,1780.61855399,40.0
1953,6,40.0,same,expA,2605.48538128,2237.95921356,1912.02871184,40.0
1954,6,40.0,same,expB,2200.26946885,1868.73011119,1559.91170609,40.0
1955,6,40.0,same,gs,722.0,722.0,722.0,40.0
1956,6,40.0,same,hc,24.5714735868,23.6420688625,22.78892611,40.0
1957,6,40.0,same,oc,9.05995602391,8.59759846524,8.16673575395,40.0
1958,6,40.0,same,th,10.5013857747,8.37950864588,7.06559275022,40.0
1959,6,60.0,flipped,bq,27.2176106967,24.6210321604,22.2297331081,60.0
1960,6,60.0,flipped,bqp,23.5972184902,21.1923443957,19.1986936775,60.0
1961,6,60.0,flipped,exp,3144.21463248,2753.75654589,2413.8797567,60.0
1962,6,60.0,flipped,expA,3425.53837747,2909.38962818,2533.64330208,60.0
1963,6,60.0,flipped,expB,3275.95350258,2651.10716371,2177.34368058,60.0
1964,6,60.0,flipped,gs,722.0,722.0,722.0,60.0
1965,6,60.0,flipped,hc,21.0237826603,19.6590273877,18.5903875445,60.0
1966,6,60.0,flipped,oc,13.6648706582,12.9268715886,12.1362900278,60.0
1967,6,60.0,flipped,th,37.9181652644,32.9627160389,29.1289587876,60.0
1968,6,60.0,same,bq,24.2814250035,21.3935217064,19.2050651067,60.0
1969,6,60.0,same,bqp,23.2746850304,20.9773102927,19.1388281288,60.0
1970,6,60.0,same,exp,2032.0380713,1816.42442326,1647.20993517,60.0
1971,6,60.0,same,expA,2129.44562264,1781.10654015,1526.40104132,60.0
1972,6,60.0,same,expB,2119.56626105,1848.79401174,1641.23220719,60.0
1973,6,60.0,same,gs,722.0,722.0,722.0,60.0
1974,6,60.0,same,hc,32.5042176175,31.1331387757,29.9347941742,60.0
1975,6,60.0,same,oc,14.2855003987,13.4880650484,12.7620071182,60.0
1976,6,60.0,same,th,13.7808002908,10.8914072245,8.91264827297,60.0
1977,6,80.0,flipped,bq,24.23828104,21.9433111767,19.7236259407,80.0
1978,6,80.0,flipped,bqp,23.410438684,21.5522365931,19.9378745458,80.0
1979,6,80.0,flipped,exp,2779.70305462,2457.44448793,2167.89541345,80.0
1980,6,80.0,flipped,expA,3242.81692789,2478.56470591,1932.82860081,80.0
1981,6,80.0,flipped,expB,2798.07993446,2441.90056349,2172.66465669,80.0
1982,6,80.0,flipped,gs,722.0,722.0,722.0,80.0
1983,6,80.0,flipped,oc,19.2549324179,18.2815404189,17.3374093516,80.0
1984,6,80.0,flipped,th,42.5957799533,37.2677089499,32.6315082791,80.0
1985,6,80.0,same,bq,27.2099255037,24.1705737223,21.6246131993,80.0
1986,6,80.0,same,bqp,27.0617819802,24.5214080084,22.2539190882,80.0
1987,6,80.0,same,exp,1983.414558,1797.83640165,1624.56800204,80.0
1988,6,80.0,same,expA,2178.59947877,1861.34884642,1631.8390094,80.0
1989,6,80.0,same,expB,2038.57618771,1734.74756887,1529.04707865,80.0
1990,6,80.0,same,gs,722.0,722.0,722.0,80.0
1991,6,80.0,same,oc,17.7745729326,17.0169338255,16.314570559,80.0
1992,6,80.0,same,th,17.9362332371,14.0623190418,11.1525891284,80.0
1993,6,100.0,flipped,bq,26.5855595587,23.7252073252,21.2171634273,100.0
1994,6,100.0,flipped,bqp,22.3904904143,20.0180351289,18.0566251932,100.0
1995,6,100.0,flipped,exp,2842.1709916,2526.15990134,2246.87566138,100.0
1996,6,100.0,flipped,expA,2952.28034907,2439.45968972,2101.61370902,100.0
1997,6,100.0,flipped,expB,3018.68180345,2593.50526699,2189.09044073,100.0
1998,6,100.0,flipped,gs,722.0,722.0,722.0,100.0
1999,6,100.0,flipped,oc,22.9288174304,21.8842225505,20.8821387952,100.0
2000,6,100.0,flipped,th,41.2657829625,35.5499859703,31.0573690429,100.0
2001,6,100.0,same,bq,24.259284077,21.9231397253,19.8738359196,100.0
2002,6,100.0,same,bqp,24.698183116,21.6514673554,19.0993818589,100.0
2003,6,100.0,same,exp,2254.82801021,2037.3851961,1863.12662335,100.0
2004,6,100.0,same,expA,2566.09175544,2225.16558399,1949.90933244,100.0
2005,6,100.0,same,expB,2153.59367305,1890.91396063,1705.34361584,100.0
2006,6,100.0,same,gs,722.0,722.0,722.0,100.0
2007,6,100.0,same,oc,23.5037202853,22.6033652648,21.6780829268,100.0
2008,6,100.0,same,th,15.2713310032,12.2122101214,10.0475228552,100.0
2009,6,120.0,flipped,bq,22.8784032562,20.4454529555,18.3744664048,120.0
2010,6,120.0,flipped,bqp,26.9974132363,23.5614599116,20.6783049123,120.0
2011,6,120.0,flipped,exp,3106.16321724,2758.663585,2497.39591296,120.0
2012,6,120.0,flipped,expA,3196.15251079,2740.69940527,2373.50639795,120.0
2013,6,120.0,flipped,expB,3291.39864109,2793.81734389,2399.0551564,120.0
2014,6,120.0,flipped,gs,722.0,722.0,722.0,120.0
2015,6,120.0,flipped,oc,26.7403059457,25.7836270834,24.7804545697,120.0
2016,6,120.0,flipped,th,38.5053558781,33.4361041263,29.6154314581,120.0
2017,6,120.0,same,bq,29.6667504084,26.4117356153,23.5057622111,120.0
2018,6,120.0,same,bqp,27.6711522209,24.8333910784,22.4198823371,120.0
2019,6,120.0,same,exp,2661.64325346,2335.1902002,2041.16568277,120.0
2020,6,120.0,same,expA,2710.5490775,2347.39275423,2026.98074367,120.0
2021,6,120.0,same,expB,2884.11092168,2322.71043361,1889.16757269,120.0
2022,6,120.0,same,gs,722.0,722.0,722.0,120.0
2023,6,120.0,same,oc,26.2042117424,25.1992557987,24.1808050183,120.0
2024,6,120.0,same,th,38.7891046956,33.3203544592,29.2355820139,120.0
2025,6,140.0,flipped,bq,27.2058796819,24.1404913107,21.5634800145,140.0
2026,6,140.0,flipped,bqp,31.340577526,27.943859935,25.2067904503,140.0
2027,6,140.0,flipped,exp,2794.77697198,2424.85381617,2101.55540777,140.0
2028,6,140.0,flipped,expA,3506.58074158,3020.2541822,2618.40246992,140.0
2029,6,140.0,flipped,expB,2469.0225871,2058.53506559,1700.32001334,140.0
2030,6,140.0,flipped,gs,722.0,722.0,722.0,140.0
2031,6,140.0,flipped,oc,31.7245739936,30.5813439906,29.5419406579,140.0
2032,6,140.0,flipped,th,38.0790572437,33.1660002875,29.5390279094,140.0
2033,6,140.0,same,bq,26.2851437112,23.0156195964,20.2722542692,140.0
2034,6,140.0,same,bqp,28.0903833106,24.6962106476,21.8689765492,140.0
2035,6,140.0,same,exp,2599.86651068,2268.85121976,1970.25797829,140.0
2036,6,140.0,same,expA,2846.03927123,2508.94098499,2243.77330469,140.0
2037,6,140.0,same,expB,2645.80164426,2072.04036654,1633.21155921,140.0
2038,6,140.0,same,gs,722.0,722.0,722.0,140.0
2039,6,140.0,same,oc,30.9128099301,29.5446134385,28.1168382167,140.0
2040,6,140.0,same,th,43.5222961189,37.9083289469,33.1137573549,140.0
2041,6,160.0,flipped,bq,29.1810523866,25.5794162946,22.9391731505,160.0
2042,6,160.0,flipped,bqp,28.0905143534,24.90991239,22.4357305287,160.0
2043,6,160.0,flipped,exp,2758.31456114,2449.28343506,2196.55254378,160.0
2044,6,160.0,flipped,expA,3420.26027783,2783.99769072,2322.40492163,160.0
2045,6,160.0,flipped,expB,2532.28916534,2221.62188609,1988.03878959,160.0
2046,6,160.0,flipped,gs,722.0,722.0,722.0,160.0
2047,6,160.0,flipped,oc,36.0025782591,34.8745429174,33.8434306081,160.0
2048,6,160.0,flipped,th,46.4701745048,40.4511676658,35.5451059035,160.0
2049,6,160.0,same,bq,28.246687067,25.0405295953,22.2776644292,160.0
2050,6,160.0,same,bqp,28.4879513433,25.4408918158,22.5323230789,160.0
2051,6,160.0,same,exp,2466.71763974,2121.32507536,1762.60537778,160.0
2052,6,160.0,same,expA,2787.10795736,2323.85003631,2016.87530233,160.0
2053,6,160.0,same,expB,2541.64550722,2005.13000084,1568.04874254,160.0
2054,6,160.0,same,gs,722.0,722.0,722.0,160.0
2055,6,160.0,same,oc,36.5625102487,35.4251453897,34.2789009366,160.0
2056,6,160.0,same,th,40.758376305,36.3906137926,32.8231793876,160.0
2057,6,180.0,flipped,bq,26.6750523291,24.4270679852,22.6598232123,180.0
2058,6,180.0,flipped,bqp,25.6461776504,23.5468580988,21.7381522934,180.0
2059,6,180.0,flipped,exp,2309.99164594,2048.79390554,1739.44228909,180.0
2060,6,180.0,flipped,expA,2659.26072946,2301.28144689,2022.00774245,180.0
2061,6,180.0,flipped,expB,2218.39532436,1838.32547523,1416.52173792,180.0
2062,6,180.0,flipped,gs,722.0,722.0,722.0,180.0
2063,6,180.0,flipped,oc,40.4472255366,39.6099950134,38.8111508727,180.0
2064,6,180.0,flipped,th,42.150359187,38.2408461693,35.3074427487,180.0
2065,6,180.0,same,bq,26.299742,23.944222716,21.6779660116,180.0
2066,6,180.0,same,bqp,26.4819672627,24.3127504385,22.3958191373,180.0
2067,6,180.0,same,exp,2642.28561858,2364.21266205,2148.94933574,180.0
2068,6,180.0,same,expA,2804.6008811,2350.87824249,2016.27021906,180.0
2069,6,180.0,same,expB,2733.84034373,2361.16672876,2089.57837014,180.0
2070,6,180.0,same,gs,722.0,722.0,722.0,180.0
2071,6,180.0,same,oc,40.0900949944,39.2713301642,38.4132647804,180.0
2072,6,180.0,same,th,39.7233458034,36.1411927738,33.3672297288,180.0
2073,6,200.0,flipped,bq,29.9781225507,26.1312651988,22.9410835234,160.0
2074,6,200.0,flipped,bqp,28.9814354289,24.3581249058,21.3408992248,160.0
2075,6,200.0,flipped,exp,2658.35714913,2309.78449948,2031.24647039,160.0
2076,6,200.0,flipped,expA,2846.40049085,2351.60450986,1925.38168124,160.0
2077,6,200.0,flipped,expB,2773.55796203,2298.61215772,1946.15131708,160.0
2078,6,200.0,flipped,gs,722.0,722.0,722.0,160.0
2079,6,200.0,flipped,oc,35.313869515,34.152460636,32.8903323614,160.0
2080,6,200.0,flipped,th,48.1063087264,41.3352141423,36.255495045,160.0
2081,6,200.0,same,bq,31.1141382615,27.1700789228,24.0630345939,160.0
2082,6,200.0,same,bqp,29.0469926754,25.8246775199,23.2372935395,160.0
2083,6,200.0,same,exp,2662.18821206,1994.06177724,1321.26017786,160.0
2084,6,200.0,same,expA,2693.62073369,1508.58150674,851.183599403,160.0
2085,6,200.0,same,expB,2920.33950432,2459.37601154,2141.26049552,160.0
