,stimulus,theta,flipped,model,chance
2361,10,320.0,same,hc,False
2362,10,320.0,same,oc,False
2363,10,320.0,same,th,False
2364,10,340.0,flipped,bq,False
2365,10,340.0,flipped,bqp,False
2366,10,340.0,flipped,exp,False
2367,10,340.0,flipped,hc,False
2368,10,340.0,flipped,oc,False
2369,10,340.0,flipped,th,False
2370,10,340.0,same,bq,False
2371,10,340.0,same,bqp,False
2372,10,340.0,same,exp,False
2373,10,340.0,same,hc,False
2374,10,340.0,same,oc,False
2375,10,340.0,same,th,False
2376,11,0.0,flipped,bq,False
2377,11,0.0,flipped,bqp,False
2378,11,0.0,flipped,exp,False
2379,11,0.0,flipped,hc,False
2380,11,0.0,flipped,oc,False
2381,11,0.0,flipped,th,False
2382,11,0.0,same,bq,False
2383,11,0.0,same,bqp,False
2384,11,0.0,same,exp,False
2385,11,0.0,same,hc,False
2386,11,0.0,same,oc,False
2387,11,0.0,same,th,False
2388,11,20.0,flipped,bq,False
2389,11,20.0,flipped,bqp,False
2390,11,20.0,flipped,exp,False
2391,11,20.0,flipped,hc,False
2392,11,20.0,flipped,oc,False
2393,11,20.0,flipped,th,False
2394,11,20.0,same,bq,False
2395,11,20.0,same,bqp,False
2396,11,20.0,same,exp,False
2397,11,20.0,same,hc,False
2398,11,20.0,same,oc,False
2399,11,20.0,same,th,False
2400,11,40.0,flipped,bq,False
2401,11,40.0,flipped,bqp,False
2402,11,40.0,flipped,exp,False
2403,11,40.0,flipped,hc,False
2404,11,40.0,flipped,oc,False
2405,11,40.0,flipped,th,False
2406,11,40.0,same,bq,False
2407,11,40.0,same,bqp,False
2408,11,40.0,same,exp,False
2409,11,40.0,same,hc,False
2410,11,40.0,same,oc,False
2411,11,40.0,same,th,False
2412,11,60.0,flipped,bq,False
2413,11,60.0,flipped,bqp,False
2414,11,60.0,flipped,exp,False
2415,11,60.0,flipped,hc,False
2416,11,60.0,flipped,oc,False
2417,11,60.0,flipped,th,False
2418,11,60.0,same,bq,False
2419,11,60.0,same,bqp,False
2420,11,60.0,same,exp,False
2421,11,60.0,same,hc,False
2422,11,60.0,same,oc,False
2423,11,60.0,same,th,False
2424,11,80.0,flipped,bq,False
2425,11,80.0,flipped,bqp,False
2426,11,80.0,flipped,exp,False
2427,11,80.0,flipped,hc,False
2428,11,80.0,flipped,oc,False
2429,11,80.0,flipped,th,False
2430,11,80.0,same,bq,False
2431,11,80.0,same,bqp,False
2432,11,80.0,same,exp,False
2433,11,80.0,same,hc,False
2434,11,80.0,same,oc,False
2435,11,80.0,same,th,False
2436,11,100.0,flipped,bq,False
2437,11,100.0,flipped,bqp,False
2438,11,100.0,flipped,exp,False
2439,11,100.0,flipped,hc,True
2440,11,100.0,flipped,oc,False
2441,11,100.0,flipped,th,False
2442,11,100.0,same,bq,False
2443,11,100.0,same,bqp,False
2444,11,100.0,same,exp,False
2445,11,100.0,same,hc,True
2446,11,100.0,same,oc,False
2447,11,100.0,same,th,False
2448,11,120.0,flipped,bq,False
2449,11,120.0,flipped,bqp,False
2450,11,120.0,flipped,exp,False
2451,11,120.0,flipped,hc,True
2452,11,120.0,flipped,oc,False
2453,11,120.0,flipped,th,False
2454,11,120.0,same,bq,False
2455,11,120.0,same,bqp,False
2456,11,120.0,same,exp,False
2457,11,120.0,same,hc,True
2458,11,120.0,same,oc,False
2459,11,120.0,same,th,False
2460,11,140.0,flipped,bq,False
2461,11,140.0,flipped,bqp,False
2462,11,140.0,flipped,exp,False
2463,11,140.0,flipped,hc,True
2464,11,140.0,flipped,oc,False
2465,11,140.0,flipped,th,False
2466,11,140.0,same,bq,False
2467,11,140.0,same,bqp,False
2468,11,140.0,same,exp,False
2469,11,140.0,same,hc,True
2470,11,140.0,same,oc,False
2471,11,140.0,same,th,False
2472,11,160.0,flipped,bq,False
2473,11,160.0,flipped,bqp,False
2474,11,160.0,flipped,exp,False
2475,11,160.0,flipped,hc,True
2476,11,160.0,flipped,oc,False
2477,11,160.0,flipped,th,False
2478,11,160.0,same,bq,False
2479,11,160.0,same,bqp,False
2480,11,160.0,same,exp,True
2481,11,160.0,same,hc,True
2482,11,160.0,same,oc,False
2483,11,160.0,same,th,False
2484,11,180.0,flipped,bq,False
2485,11,180.0,flipped,bqp,False
2486,11,180.0,flipped,exp,False
2487,11,180.0,flipped,hc,True
2488,11,180.0,flipped,oc,False
2489,11,180.0,flipped,th,False
2490,11,180.0,same,bq,False
2491,11,180.0,same,bqp,False
2492,11,180.0,same,exp,False
2493,11,180.0,same,hc,True
2494,11,180.0,same,oc,False
2495,11,180.0,same,th,False
2496,11,200.0,flipped,bq,False
2497,11,200.0,flipped,bqp,False
2498,11,200.0,flipped,exp,False
2499,11,200.0,flipped,hc,True
2500,11,200.0,flipped,oc,False
2501,11,200.0,flipped,th,False
2502,11,200.0,same,bq,False
2503,11,200.0,same,bqp,False
2504,11,200.0,same,exp,False
2505,11,200.0,same,hc,True
2506,11,200.0,same,oc,False
2507,11,200.0,same,th,False
2508,11,220.0,flipped,bq,False
2509,11,220.0,flipped,bqp,False
2510,11,220.0,flipped,exp,False
2511,11,220.0,flipped,hc,True
2512,11,220.0,flipped,oc,False
2513,11,220.0,flipped,th,False
2514,11,220.0,same,bq,False
2515,11,220.0,same,bqp,False
2516,11,220.0,same,exp,False
2517,11,220.0,same,hc,True
2518,11,220.0,same,oc,False
2519,11,220.0,same,th,False
2520,11,240.0,flipped,bq,False
2521,11,240.0,flipped,bqp,False
2522,11,240.0,flipped,exp,False
2523,11,240.0,flipped,hc,True
2524,11,240.0,flipped,oc,False
2525,11,240.0,flipped,th,False
2526,11,240.0,same,bq,False
2527,11,240.0,same,bqp,False
2528,11,240.0,same,exp,False
2529,11,240.0,same,hc,True
2530,11,240.0,same,oc,False
2531,11,240.0,same,th,False
2532,11,260.0,flipped,bq,False
2533,11,260.0,flipped,bqp,False
2534,11,260.0,flipped,exp,False
2535,11,260.0,flipped,hc,True
2536,11,260.0,flipped,oc,False
2537,11,260.0,flipped,th,False
2538,11,260.0,same,bq,False
2539,11,260.0,same,bqp,False
2540,11,260.0,same,exp,False
2541,11,260.0,same,hc,True
2542,11,260.0,same,oc,False
2543,11,260.0,same,th,False
2544,11,280.0,flipped,bq,False
2545,11,280.0,flipped,bqp,False
2546,11,280.0,flipped,exp,False
2547,11,280.0,flipped,hc,False
2548,11,280.0,flipped,oc,False
2549,11,280.0,flipped,th,False
2550,11,280.0,same,bq,False
2551,11,280.0,same,bqp,False
2552,11,280.0,same,exp,False
2553,11,280.0,same,hc,False
2554,11,280.0,same,oc,False
2555,11,280.0,same,th,False
2556,11,300.0,flipped,bq,False
2557,11,300.0,flipped,bqp,False
2558,11,300.0,flipped,exp,False
2559,11,300.0,flipped,hc,False
2560,11,300.0,flipped,oc,False
2561,11,300.0,flipped,th,False
2562,11,300.0,same,bq,False
2563,11,300.0,same,bqp,False
2564,11,300.0,same,exp,False
2565,11,300.0,same,hc,False
2566,11,300.0,same,oc,False
2567,11,300.0,same,th,False
2568,11,320.0,flipped,bq,False
2569,11,320.0,flipped,bqp,False
2570,11,320.0,flipped,exp,False
2571,11,320.0,flipped,hc,False
2572,11,320.0,flipped,oc,False
2573,11,320.0,flipped,th,False
2574,11,320.0,same,bq,False
2575,11,320.0,same,bqp,False
2576,11,320.0,same,exp,False
2577,11,320.0,same,hc,False
2578,11,320.0,same,oc,False
2579,11,320.0,same,th,False
2580,11,340.0,flipped,bq,False
2581,11,340.0,flipped,bqp,False
2582,11,340.0,flipped,exp,False
2583,11,340.0,flipped,hc,False
2584,11,340.0,flipped,oc,False
2585,11,340.0,flipped,th,False
2586,11,340.0,same,bq,False
2587,11,340.0,same,bqp,False
2588,11,340.0,same,exp,False
2589,11,340.0,same,hc,False
2590,11,340.0,same,oc,False
2591,11,340.0,same,th,False
2592,12,0.0,flipped,bq,False
2593,12,0.0,flipped,bqp,False
2594,12,0.0,flipped,exp,False
2595,12,0.0,flipped,hc,False
2596,12,0.0,flipped,oc,False
2597,12,0.0,flipped,th,False
2598,12,0.0,same,bq,False
2599,12,0.0,same,bqp,False
2600,12,0.0,same,exp,False
2601,12,0.0,same,hc,False
2602,12,0.0,same,oc,False
2603,12,0.0,same,th,False
2604,12,20.0,flipped,bq,False
2605,12,20.0,flipped,bqp,False
2606,12,20.0,flipped,exp,False
2607,12,20.0,flipped,hc,False
2608,12,20.0,flipped,oc,False
2609,12,20.0,flipped,th,False
2610,12,20.0,same,bq,False
2611,12,20.0,same,bqp,False
2612,12,20.0,same,exp,False
2613,12,20.0,same,hc,False
2614,12,20.0,same,oc,False
2615,12,20.0,same,th,False
2616,12,40.0,flipped,bq,False
2617,12,40.0,flipped,bqp,False
2618,12,40.0,flipped,exp,False
2619,12,40.0,flipped,hc,False
2620,12,40.0,flipped,oc,False
2621,12,40.0,flipped,th,False
2622,12,40.0,same,bq,False
2623,12,40.0,same,bqp,False
2624,12,40.0,same,exp,False
2625,12,40.0,same,hc,False
2626,12,40.0,same,oc,False
2627,12,40.0,same,th,False
2628,12,60.0,flipped,bq,False
2629,12,60.0,flipped,bqp,False
2630,12,60.0,flipped,exp,False
2631,12,60.0,flipped,hc,False
2632,12,60.0,flipped,oc,False
2633,12,60.0,flipped,th,False
2634,12,60.0,same,bq,False
2635,12,60.0,same,bqp,False
2636,12,60.0,same,exp,False
2637,12,60.0,same,hc,False
2638,12,60.0,same,oc,False
2639,12,60.0,same,th,False
2640,12,80.0,flipped,bq,False
2641,12,80.0,flipped,bqp,False
2642,12,80.0,flipped,exp,False
2643,12,80.0,flipped,hc,False
2644,12,80.0,flipped,oc,False
2645,12,80.0,flipped,th,False
2646,12,80.0,same,bq,False
2647,12,80.0,same,bqp,False
2648,12,80.0,same,exp,False
2649,12,80.0,same,hc,False
2650,12,80.0,same,oc,False
2651,12,80.0,same,th,False
2652,12,100.0,flipped,bq,False
2653,12,100.0,flipped,bqp,False
2654,12,100.0,flipped,exp,False
2655,12,100.0,flipped,hc,False
2656,12,100.0,flipped,oc,False
2657,12,100.0,flipped,th,False
2658,12,100.0,same,bq,False
2659,12,100.0,same,bqp,False
2660,12,100.0,same,exp,False
2661,12,100.0,same,hc,False
2662,12,100.0,same,oc,False
2663,12,100.0,same,th,False
2664,12,120.0,flipped,bq,False
2665,12,120.0,flipped,bqp,False
2666,12,120.0,flipped,exp,False
2667,12,120.0,flipped,hc,False
2668,12,120.0,flipped,oc,False
2669,12,120.0,flipped,th,False
2670,12,120.0,same,bq,False
2671,12,120.0,same,bqp,False
2672,12,120.0,same,exp,False
2673,12,120.0,same,hc,False
2674,12,120.0,same,oc,False
2675,12,120.0,same,th,False
2676,12,140.0,flipped,bq,False
2677,12,140.0,flipped,bqp,False
2678,12,140.0,flipped,exp,False
2679,12,140.0,flipped,hc,False
2680,12,140.0,flipped,oc,False
2681,12,140.0,flipped,th,False
2682,12,140.0,same,bq,False
2683,12,140.0,same,bqp,False
2684,12,140.0,same,exp,False
2685,12,140.0,same,hc,False
2686,12,140.0,same,oc,False
2687,12,140.0,same,th,False
2688,12,160.0,flipped,bq,False
2689,12,160.0,flipped,bqp,False
2690,12,160.0,flipped,exp,False
2691,12,160.0,flipped,hc,False
2692,12,160.0,flipped,oc,False
2693,12,160.0,flipped,th,False
2694,12,160.0,same,bq,False
2695,12,160.0,same,bqp,False
2696,12,160.0,same,exp,True
2697,12,160.0,same,hc,False
2698,12,160.0,same,oc,False
2699,12,160.0,same,th,False
2700,12,180.0,flipped,bq,False
2701,12,180.0,flipped,bqp,False
2702,12,180.0,flipped,exp,False
2703,12,180.0,flipped,hc,False
2704,12,180.0,flipped,oc,False
2705,12,180.0,flipped,th,False
2706,12,180.0,same,bq,False
2707,12,180.0,same,bqp,False
2708,12,180.0,same,exp,True
2709,12,180.0,same,hc,False
2710,12,180.0,same,oc,False
2711,12,180.0,same,th,False
2712,12,200.0,flipped,bq,False
2713,12,200.0,flipped,bqp,False
2714,12,200.0,flipped,exp,False
2715,12,200.0,flipped,hc,False
2716,12,200.0,flipped,oc,False
2717,12,200.0,flipped,th,False
2718,12,200.0,same,bq,False
2719,12,200.0,same,bqp,False
2720,12,200.0,same,exp,True
2721,12,200.0,same,hc,False
2722,12,200.0,same,oc,False
2723,12,200.0,same,th,False
2724,12,220.0,flipped,bq,False
2725,12,220.0,flipped,bqp,False
2726,12,220.0,flipped,exp,False
2727,12,220.0,flipped,hc,False
2728,12,220.0,flipped,oc,False
2729,12,220.0,flipped,th,False
2730,12,220.0,same,bq,False
2731,12,220.0,same,bqp,False
2732,12,220.0,same,exp,True
2733,12,220.0,same,hc,False
2734,12,220.0,same,oc,False
2735,12,220.0,same,th,False
2736,12,240.0,flipped,bq,False
2737,12,240.0,flipped,bqp,False
2738,12,240.0,flipped,exp,False
2739,12,240.0,flipped,hc,False
2740,12,240.0,flipped,oc,False
2741,12,240.0,flipped,th,False
2742,12,240.0,same,bq,False
2743,12,240.0,same,bqp,False
2744,12,240.0,same,exp,True
2745,12,240.0,same,hc,False
2746,12,240.0,same,oc,False
2747,12,240.0,same,th,False
2748,12,260.0,flipped,bq,False
2749,12,260.0,flipped,bqp,False
2750,12,260.0,flipped,exp,False
2751,12,260.0,flipped,hc,False
2752,12,260.0,flipped,oc,False
2753,12,260.0,flipped,th,False
2754,12,260.0,same,bq,False
2755,12,260.0,same,bqp,False
2756,12,260.0,same,exp,False
2757,12,260.0,same,hc,False
2758,12,260.0,same,oc,False
2759,12,260.0,same,th,False
2760,12,280.0,flipped,bq,False
2761,12,280.0,flipped,bqp,False
2762,12,280.0,flipped,exp,False
2763,12,280.0,flipped,hc,False
2764,12,280.0,flipped,oc,False
2765,12,280.0,flipped,th,False
2766,12,280.0,same,bq,False
2767,12,280.0,same,bqp,False
2768,12,280.0,same,exp,False
2769,12,280.0,same,hc,False
2770,12,280.0,same,oc,False
2771,12,280.0,same,th,False
2772,12,300.0,flipped,bq,False
2773,12,300.0,flipped,bqp,False
2774,12,300.0,flipped,exp,False
2775,12,300.0,flipped,hc,False
2776,12,300.0,flipped,oc,False
2777,12,300.0,flipped,th,False
2778,12,300.0,same,bq,False
2779,12,300.0,same,bqp,False
2780,12,300.0,same,exp,False
2781,12,300.0,same,hc,False
2782,12,300.0,same,oc,False
2783,12,300.0,same,th,False
2784,12,320.0,flipped,bq,False
2785,12,320.0,flipped,bqp,False
2786,12,320.0,flipped,exp,False
2787,12,320.0,flipped,hc,False
2788,12,320.0,flipped,oc,False
2789,12,320.0,flipped,th,False
2790,12,320.0,same,bq,False
2791,12,320.0,same,bqp,False
2792,12,320.0,same,exp,False
2793,12,320.0,same,hc,False
2794,12,320.0,same,oc,False
2795,12,320.0,same,th,False
2796,12,340.0,flipped,bq,False
2797,12,340.0,flipped,bqp,False
2798,12,340.0,flipped,exp,False
2799,12,340.0,flipped,hc,False
2800,12,340.0,flipped,oc,False
2801,12,340.0,flipped,th,False
2802,12,340.0,same,bq,False
2803,12,340.0,same,bqp,False
2804,12,340.0,same,exp,False
2805,12,340.0,same,hc,False
2806,12,340.0,same,oc,False
2807,12,340.0,same,th,False
2808,13,0.0,flipped,bq,False
2809,13,0.0,flipped,bqp,False
2810,13,0.0,flipped,exp,False
2811,13,0.0,flipped,hc,False
2812,13,0.0,flipped,oc,False
2813,13,0.0,flipped,th,False
2814,13,0.0,same,bq,False
2815,13,0.0,same,bqp,False
2816,13,0.0,same,exp,False
2817,13,0.0,same,hc,False
2818,13,0.0,same,oc,False
2819,13,0.0,same,th,False
2820,13,20.0,flipped,bq,False
2821,13,20.0,flipped,bqp,False
2822,13,20.0,flipped,exp,False
2823,13,20.0,flipped,hc,False
2824,13,20.0,flipped,oc,False
2825,13,20.0,flipped,th,False
2826,13,20.0,same,bq,False
2827,13,20.0,same,bqp,False
2828,13,20.0,same,exp,False
2829,13,20.0,same,hc,False
2830,13,20.0,same,oc,False
2831,13,20.0,same,th,False
2832,13,40.0,flipped,bq,False
2833,13,40.0,flipped,bqp,False
2834,13,40.0,flipped,exp,False
2835,13,40.0,flipped,hc,False
2836,13,40.0,flipped,oc,False
2837,13,40.0,flipped,th,False
2838,13,40.0,same,bq,False
2839,13,40.0,same,bqp,False
2840,13,40.0,same,exp,False
2841,13,40.0,same,hc,False
2842,13,40.0,same,oc,False
2843,13,40.0,same,th,False
2844,13,60.0,flipped,bq,False
2845,13,60.0,flipped,bqp,False
2846,13,60.0,flipped,exp,False
2847,13,60.0,flipped,hc,True
2848,13,60.0,flipped,oc,False
2849,13,60.0,flipped,th,False
2850,13,60.0,same,bq,False
2851,13,60.0,same,bqp,False
2852,13,60.0,same,exp,False
2853,13,60.0,same,hc,True
2854,13,60.0,same,oc,False
2855,13,60.0,same,th,False
2856,13,80.0,flipped,bq,False
2857,13,80.0,flipped,bqp,False
2858,13,80.0,flipped,exp,False
2859,13,80.0,flipped,hc,True
2860,13,80.0,flipped,oc,False
2861,13,80.0,flipped,th,False
2862,13,80.0,same,bq,False
2863,13,80.0,same,bqp,False
2864,13,80.0,same,exp,True
2865,13,80.0,same,hc,True
2866,13,80.0,same,oc,False
2867,13,80.0,same,th,False
2868,13,100.0,flipped,bq,False
2869,13,100.0,flipped,bqp,True
2870,13,100.0,flipped,exp,False
2871,13,100.0,flipped,hc,True
2872,13,100.0,flipped,oc,False
2873,13,100.0,flipped,th,False
2874,13,100.0,same,bq,False
2875,13,100.0,same,bqp,False
2876,13,100.0,same,exp,True
2877,13,100.0,same,hc,True
2878,13,100.0,same,oc,False
2879,13,100.0,same,th,False
2880,13,120.0,flipped,bq,True
2881,13,120.0,flipped,bqp,True
2882,13,120.0,flipped,exp,False
2883,13,120.0,flipped,hc,True
2884,13,120.0,flipped,oc,False
2885,13,120.0,flipped,th,False
2886,13,120.0,same,bq,False
2887,13,120.0,same,bqp,False
2888,13,120.0,same,exp,False
2889,13,120.0,same,hc,True
2890,13,120.0,same,oc,False
2891,13,120.0,same,th,False
2892,13,140.0,flipped,bq,False
2893,13,140.0,flipped,bqp,True
2894,13,140.0,flipped,exp,False
2895,13,140.0,flipped,hc,True
2896,13,140.0,flipped,oc,False
2897,13,140.0,flipped,th,False
2898,13,140.0,same,bq,False
2899,13,140.0,same,bqp,False
2900,13,140.0,same,exp,False
2901,13,140.0,same,hc,True
2902,13,140.0,same,oc,False
2903,13,140.0,same,th,False
2904,13,160.0,flipped,bq,True
2905,13,160.0,flipped,bqp,True
2906,13,160.0,flipped,exp,False
2907,13,160.0,flipped,hc,True
2908,13,160.0,flipped,oc,False
2909,13,160.0,flipped,th,False
2910,13,160.0,same,bq,False
2911,13,160.0,same,bqp,False
2912,13,160.0,same,exp,False
2913,13,160.0,same,hc,True
2914,13,160.0,same,oc,False
2915,13,160.0,same,th,False
2916,13,180.0,flipped,bq,False
2917,13,180.0,flipped,bqp,True
2918,13,180.0,flipped,exp,False
2919,13,180.0,flipped,hc,True
2920,13,180.0,flipped,oc,False
2921,13,180.0,flipped,th,False
2922,13,180.0,same,bq,False
2923,13,180.0,same,bqp,False
2924,13,180.0,same,exp,False
2925,13,180.0,same,hc,True
2926,13,180.0,same,oc,False
2927,13,180.0,same,th,False
2928,13,200.0,flipped,bq,True
2929,13,200.0,flipped,bqp,True
2930,13,200.0,flipped,exp,False
2931,13,200.0,flipped,hc,True
2932,13,200.0,flipped,oc,False
2933,13,200.0,flipped,th,False
2934,13,200.0,same,bq,True
2935,13,200.0,same,bqp,False
2936,13,200.0,same,exp,True
2937,13,200.0,same,hc,True
2938,13,200.0,same,oc,False
2939,13,200.0,same,th,False
2940,13,220.0,flipped,bq,True
2941,13,220.0,flipped,bqp,True
2942,13,220.0,flipped,exp,False
2943,13,220.0,flipped,hc,True
2944,13,220.0,flipped,oc,False
2945,13,220.0,flipped,th,False
2946,13,220.0,same,bq,True
2947,13,220.0,same,bqp,True
2948,13,220.0,same,exp,False
2949,13,220.0,same,hc,True
2950,13,220.0,same,oc,False
2951,13,220.0,same,th,False
2952,13,240.0,flipped,bq,True
2953,13,240.0,flipped,bqp,True
2954,13,240.0,flipped,exp,False
2955,13,240.0,flipped,hc,True
2956,13,240.0,flipped,oc,False
2957,13,240.0,flipped,th,False
2958,13,240.0,same,bq,True
2959,13,240.0,same,bqp,False
2960,13,240.0,same,exp,False
2961,13,240.0,same,hc,True
2962,13,240.0,same,oc,False
2963,13,240.0,same,th,False
2964,13,260.0,flipped,bq,False
2965,13,260.0,flipped,bqp,False
2966,13,260.0,flipped,exp,False
2967,13,260.0,flipped,hc,True
2968,13,260.0,flipped,oc,False
2969,13,260.0,flipped,th,False
2970,13,260.0,same,bq,False
2971,13,260.0,same,bqp,False
2972,13,260.0,same,exp,False
2973,13,260.0,same,hc,True
2974,13,260.0,same,oc,False
2975,13,260.0,same,th,False
2976,13,280.0,flipped,bq,False
2977,13,280.0,flipped,bqp,False
2978,13,280.0,flipped,exp,False
2979,13,280.0,flipped,hc,True
2980,13,280.0,flipped,oc,False
2981,13,280.0,flipped,th,False
2982,13,280.0,same,bq,False
2983,13,280.0,same,bqp,False
2984,13,280.0,same,exp,False
2985,13,280.0,same,hc,True
2986,13,280.0,same,oc,False
2987,13,280.0,same,th,False
2988,13,300.0,flipped,bq,False
2989,13,300.0,flipped,bqp,False
2990,13,300.0,flipped,exp,False
2991,13,300.0,flipped,hc,True
2992,13,300.0,flipped,oc,False
2993,13,300.0,flipped,th,False
2994,13,300.0,same,bq,False
2995,13,300.0,same,bqp,False
2996,13,300.0,same,exp,False
2997,13,300.0,same,hc,True
2998,13,300.0,same,oc,False
2999,13,300.0,same,th,False
3000,13,320.0,flipped,bq,False
3001,13,320.0,flipped,bqp,False
3002,13,320.0,flipped,exp,False
3003,13,320.0,flipped,hc,False
3004,13,320.0,flipped,oc,False
3005,13,320.0,flipped,th,False
3006,13,320.0,same,bq,False
3007,13,320.0,same,bqp,False
3008,13,320.0,same,exp,False
3009,13,320.0,same,hc,False
3010,13,320.0,same,oc,False
3011,13,320.0,same,th,False
3012,13,340.0,flipped,bq,False
3013,13,340.0,flipped,bqp,False
3014,13,340.0,flipped,exp,False
3015,13,340.0,flipped,hc,False
3016,13,340.0,flipped,oc,False
3017,13,340.0,flipped,th,False
3018,13,340.0,same,bq,False
3019,13,340.0,same,bqp,False
3020,13,340.0,same,exp,False
3021,13,340.0,same,hc,False
3022,13,340.0,same,oc,False
3023,13,340.0,same,th,False
3024,14,0.0,flipped,bq,False
3025,14,0.0,flipped,bqp,False
3026,14,0.0,flipped,exp,False
3027,14,0.0,flipped,hc,False
3028,14,0.0,flipped,oc,False
3029,14,0.0,flipped,th,False
3030,14,0.0,same,bq,False
3031,14,0.0,same,bqp,False
3032,14,0.0,same,exp,False
3033,14,0.0,same,hc,False
3034,14,0.0,same,oc,False
3035,14,0.0,same,th,False
3036,14,20.0,flipped,bq,False
3037,14,20.0,flipped,bqp,False
3038,14,20.0,flipped,exp,False
3039,14,20.0,flipped,hc,False
3040,14,20.0,flipped,oc,False
3041,14,20.0,flipped,th,False
3042,14,20.0,same,bq,False
3043,14,20.0,same,bqp,False
3044,14,20.0,same,exp,False
3045,14,20.0,same,hc,False
3046,14,20.0,same,oc,False
3047,14,20.0,same,th,False
3048,14,40.0,flipped,bq,False
3049,14,40.0,flipped,bqp,False
3050,14,40.0,flipped,exp,False
3051,14,40.0,flipped,hc,False
3052,14,40.0,flipped,oc,False
3053,14,40.0,flipped,th,False
3054,14,40.0,same,bq,False
3055,14,40.0,same,bqp,False
3056,14,40.0,same,exp,False
3057,14,40.0,same,hc,False
3058,14,40.0,same,oc,False
3059,14,40.0,same,th,False
3060,14,60.0,flipped,bq,False
3061,14,60.0,flipped,bqp,False
3062,14,60.0,flipped,exp,False
3063,14,60.0,flipped,hc,True
3064,14,60.0,flipped,oc,False
3065,14,60.0,flipped,th,False
3066,14,60.0,same,bq,False
3067,14,60.0,same,bqp,False
3068,14,60.0,same,exp,False
3069,14,60.0,same,hc,True
3070,14,60.0,same,oc,False
3071,14,60.0,same,th,False
3072,14,80.0,flipped,bq,False
3073,14,80.0,flipped,bqp,False
3074,14,80.0,flipped,exp,False
3075,14,80.0,flipped,hc,True
3076,14,80.0,flipped,oc,False
3077,14,80.0,flipped,th,False
3078,14,80.0,same,bq,False
3079,14,80.0,same,bqp,False
3080,14,80.0,same,exp,False
3081,14,80.0,same,hc,True
3082,14,80.0,same,oc,False
3083,14,80.0,same,th,False
3084,14,100.0,flipped,bq,False
3085,14,100.0,flipped,bqp,False
3086,14,100.0,flipped,exp,False
3087,14,100.0,flipped,hc,True
3088,14,100.0,flipped,oc,False
3089,14,100.0,flipped,th,False
3090,14,100.0,same,bq,False
3091,14,100.0,same,bqp,False
3092,14,100.0,same,exp,False
3093,14,100.0,same,hc,True
3094,14,100.0,same,oc,False
3095,14,100.0,same,th,False
3096,14,120.0,flipped,bq,True
3097,14,120.0,flipped,bqp,False
3098,14,120.0,flipped,exp,False
3099,14,120.0,flipped,hc,True
3100,14,120.0,flipped,oc,False
3101,14,120.0,flipped,th,False
3102,14,120.0,same,bq,False
3103,14,120.0,same,bqp,False
3104,14,120.0,same,exp,False
3105,14,120.0,same,hc,True
3106,14,120.0,same,oc,False
3107,14,120.0,same,th,False
3108,14,140.0,flipped,bq,True
3109,14,140.0,flipped,bqp,True
3110,14,140.0,flipped,exp,False
3111,14,140.0,flipped,hc,True
3112,14,140.0,flipped,oc,False
3113,14,140.0,flipped,th,False
3114,14,140.0,same,bq,False
3115,14,140.0,same,bqp,False
3116,14,140.0,same,exp,False
3117,14,140.0,same,hc,True
3118,14,140.0,same,oc,False
3119,14,140.0,same,th,False
3120,14,160.0,flipped,bq,False
3121,14,160.0,flipped,bqp,False
3122,14,160.0,flipped,exp,False
3123,14,160.0,flipped,hc,True
3124,14,160.0,flipped,oc,False
3125,14,160.0,flipped,th,False
3126,14,160.0,same,bq,False
3127,14,160.0,same,bqp,False
3128,14,160.0,same,exp,False
3129,14,160.0,same,hc,True
3130,14,160.0,same,oc,False
3131,14,160.0,same,th,False
3132,14,180.0,flipped,bq,False
3133,14,180.0,flipped,bqp,False
3134,14,180.0,flipped,exp,False
3135,14,180.0,flipped,hc,True
3136,14,180.0,flipped,oc,False
3137,14,180.0,flipped,th,False
3138,14,180.0,same,bq,False
3139,14,180.0,same,bqp,False
3140,14,180.0,same,exp,False
3141,14,180.0,same,hc,True
3142,14,180.0,same,oc,False
3143,14,180.0,same,th,False
3144,14,200.0,flipped,bq,False
3145,14,200.0,flipped,bqp,False
3146,14,200.0,flipped,exp,False
3147,14,200.0,flipped,hc,True
3148,14,200.0,flipped,oc,False
3149,14,200.0,flipped,th,False
3150,14,200.0,same,bq,True
3151,14,200.0,same,bqp,False
3152,14,200.0,same,exp,False
3153,14,200.0,same,hc,True
3154,14,200.0,same,oc,False
3155,14,200.0,same,th,False
3156,14,220.0,flipped,bq,False
3157,14,220.0,flipped,bqp,True
3158,14,220.0,flipped,exp,False
3159,14,220.0,flipped,hc,True
3160,14,220.0,flipped,oc,False
3161,14,220.0,flipped,th,False
3162,14,220.0,same,bq,True
3163,14,220.0,same,bqp,False
3164,14,220.0,same,exp,False
3165,14,220.0,same,hc,True
3166,14,220.0,same,oc,False
3167,14,220.0,same,th,False
3168,14,240.0,flipped,bq,False
3169,14,240.0,flipped,bqp,False
3170,14,240.0,flipped,exp,False
3171,14,240.0,flipped,hc,True
3172,14,240.0,flipped,oc,False
3173,14,240.0,flipped,th,False
3174,14,240.0,same,bq,False
3175,14,240.0,same,bqp,False
3176,14,240.0,same,exp,False
3177,14,240.0,same,hc,True
3178,14,240.0,same,oc,False
3179,14,240.0,same,th,False
3180,14,260.0,flipped,bq,False
3181,14,260.0,flipped,bqp,False
3182,14,260.0,flipped,exp,False
